region_number,s_num,yr,pct_no_particpate,pct_no_adult,pct_offered_drugs,pct_bullied,pct_bullied_others,pct_cyberbully,pct_cyberbully_others,pct_sexual_comment,pct_sad_activity,pct_sad_adult,pct_consider_sui,pct_asked_help,pct_plan_sui,avg_sui_attempts,pct_tell_adult,pct_sui_training,avg_peer_rel,avg_adult_rel,avg_worry_violence,avg_bully_prob,avg_envi,locality_grouping,division_number,sch_id,region_name,division_name,school_name
6,324,2023,15.4,3.4,6.2,27.2,3.7,29.3,3.4,28.7,26.2,55.9,9,37.9,75.9,2.2,88.6,10.8,4.6,5.1,2.1,2.9,4.3,school,012,0120420,Western Virginia,Botetourt County,Central Academy Middle
6,543,2023,17,5.1,4.4,30.6,5.2,30.6,6.3,30.4,30.2,41.8,11,38.3,61.7,1.8,82.5,6.4,4.4,4.8,2.3,3.4,3.9,school,012,0120450,Western Virginia,Botetourt County,Read Mountain Middle
7,223,2023,22.6,4.6,12.1,40.8,8.5,38.1,10.3,49.3,39,43.5,11.2,44,64,2.1,71.7,13.5,4.1,4.5,3,4,3.4,school,102,1020010,Southwest,Bristol City,Virginia Middle
7,71,2023,14.9,5.6,4.2,12.7,2.8,21.1,4.2,15.5,18.3,60.6,8.5,16.7,50,2.3,87.3,9.9,5,5.4,2.1,2.5,4.6,school,014,0140120,Southwest,Buchanan County,Hurley Elementary/Middle
7,17,2023,16.7,3.5,17.6,17.6,5.9,23.5,5.9,23.5,41.2,52.9,17.6,33.3,66.7,1.3,88.2,17.6,4.6,4.8,2.4,3.1,4.5,school,014,0141000,Southwest,Buchanan County,Council High
7,32,2023,14.7,4.4,0,9.4,0,18.8,0,31.2,21.9,46.9,6.2,0,50,2,93.8,6.2,4.8,5.2,2,2.3,4.6,school,014,0141020,Southwest,Buchanan County,Hurley High
7,183,2023,21.7,6,9.8,30.1,8.2,36.1,9.3,34.4,37.2,42.6,13.1,4.2,62.5,1.4,75.4,16.4,4.3,4.6,2.4,3.4,3.6,school,014,0141040,Southwest,Buchanan County,Riverview Elementary/Middle
7,67,2023,20.8,1.5,3,31.3,11.9,34.3,4.5,43.3,29.9,67.2,13.4,22.2,55.6,1.7,73.1,10.4,4.5,5,2.3,3.2,3.9,school,014,0141041,Southwest,Buchanan County,Twin Valley Elementary/Middle
7,33,2023,22.9,3.3,6.1,30.3,9.1,36.4,9.1,39.4,21.2,54.5,3,100,100,2,72.7,6.1,4.4,4.6,2.4,3.1,3.9,school,014,0141042,Southwest,Buchanan County,Twin Valley High
8,212,2023,24.5,8.7,8,38.7,10.4,35.4,12.3,41,39.6,35.8,18.4,30.8,69.2,2.2,74.1,12.3,4,4.4,3.1,4,3.3,school,015,0150721,Southside,Buckingham County,Buckingham County Middle
5,178,2023,16.1,3.8,3.9,35.4,5.6,27.5,7.3,32,30.3,52.2,14,24,44,2,80.3,16.9,4.7,5.1,1.9,3.2,4,school,103,1030061,Valley,Buena Vista City,Parry McCluer Middle
5,58,2023,13.3,1.3,3.4,17.2,5.2,17.2,6.9,27.6,27.6,44.8,10.3,66.7,50,2.3,86.2,19,4.7,5.1,2.2,2.8,4.3,school,103,1030062,Valley,Buena Vista City,Parry McCluer High
5,429,2023,22.3,6.7,10.5,39.2,7,34,9.3,44.1,39.4,37.8,14.5,43.5,61.3,2,76.5,14.5,4.2,4.5,2.8,4,3.3,school,016,0160020,Valley,Campbell County,Brookville Middle
5,214,2023,18.3,4.7,7.5,31.3,7,32.7,6.1,35,39.3,41.1,16.8,16.7,58.3,2.1,72.9,9.8,4.4,4.7,2.5,3.6,3.7,school,016,0160200,Valley,Campbell County,Altavista High
5,493,2023,18.5,7.8,4.7,32.7,5.1,29.2,6.9,30.4,30.4,37.7,9.1,28.9,68.9,2.2,80.3,13.2,4.3,4.7,2.4,3.8,3.8,school,016,0160211,Valley,Campbell County,Rustburg Middle
5,121,2023,23.7,7.9,5.8,40.5,5,34.7,5,37.2,44.6,40.5,13.2,43.8,56.2,2.1,76.9,9.9,4.1,4.7,2.9,3.6,3.6,school,016,0160542,Valley,Campbell County,William Campbell High
3,774,2023,24.4,9.6,11.5,28.7,5.2,32.7,7.8,34.9,42.1,33.2,12.5,29.9,61.9,2,69.4,12.8,4,4.2,3.3,4,3.1,school,017,0170450,Northern Neck,Caroline County,Caroline Middle
7,628,2023,22.9,6.7,9.7,29.3,6.5,35.7,7.2,32.2,35.5,34.2,15.1,31.6,74.7,2.1,76.1,11.9,4.4,4.7,2.5,3.4,3.9,school,018,0180450,Southwest,Carroll County,Carroll County Middle
7,17,2023,15.8,7.1,41.2,29.4,0,35.3,0,52.9,41.2,64.7,11.8,0,50,3,82.4,11.8,4.4,4.9,2.5,2.6,3.5,school,018,0181110,Southwest,Carroll County,St. Paul
1,28,2023,29.4,3.4,17.9,60.7,35.7,57.1,14.3,57.1,53.6,42.9,10.7,100,66.7,2.3,75,14.3,3.9,4.5,3,4.2,3.2,school,019,0190080,Central Virginia,Charles City County,Charles City County Elementary
1,53,2023,28.8,8.6,11.3,22.6,7.5,30.2,3.8,35.8,56.6,35.8,28.3,40,53.3,1.9,69.8,13.2,4.1,4.1,2.9,3.6,3.2,school,019,0190100,Central Virginia,Charles City County,Charles City County High
8,330,2023,18.9,9.8,10.3,27.9,5.2,29.7,6.1,31.2,34.5,36.4,11.5,39.5,60.5,2.3,79.4,15.2,4.2,4.5,2.3,3.4,3.7,school,020,0200210,Southside,Charlotte County,Central Middle
5,389,2023,20.4,6.8,12.6,28,8,36.2,13.1,36.5,37,45,14.9,44.8,55.2,1.8,66.6,15.7,4.1,4.4,3.1,3.8,3.3,school,104,1040100,Valley,Charlottesville City,Charlottesville Middle
5,238,2023,21.8,6.5,7.6,38.2,8.8,32.4,7.1,41.6,38.7,43.3,12.6,23.3,43.3,2.1,79.4,7.1,4.3,4.9,2.9,3.6,3.7,school,104,1040110,Valley,Charlottesville City,Walker Upper Elementary
2,552,2023,23.7,4.9,7.2,26.3,5.8,31.5,6.2,34.6,39.5,36.8,14.7,39.5,55.6,2,74.8,12.9,4,4.5,3.1,3.8,3.4,school,136,1360010,Tidewater,Chesapeake City,Oscar Smith Middle
2,15,2023,18.8,4.1,13.3,20,13.3,40,6.7,20,60,53.3,20,33.3,100,3,80,33.3,3.5,4.4,2,2.3,3.9,school,136,1360130,Tidewater,Chesapeake City,Chesapeake Center for Student Success
2,1047,2023,17.6,4,5.4,23.9,3,26.7,4.3,32.5,30.9,40.8,9.4,37.8,51,1.7,80.5,11.9,4.6,4.9,2.2,3.4,4.1,school,136,1360280,Tidewater,Chesapeake City,Hickory Middle
2,369,2023,26.5,6.1,6.2,34.4,6.8,29.8,7.6,35.2,41.2,40.4,12.2,24.4,64.4,2,77,14.9,4,4.6,3,3.9,3.3,school,136,1360560,Tidewater,Chesapeake City,Crestwood Middle
2,933,2023,15.3,3.9,5.7,23.8,2.9,21.8,5.6,28.2,31.2,43.8,9.8,31.9,59.3,1.9,81.4,12.4,4.6,4.9,2.4,3.1,4.1,school,136,1360590,Tidewater,Chesapeake City,Great Bridge Middle
2,441,2023,21.1,5,9.5,30.2,5.2,30.6,7,36.3,40.8,42.9,14.3,34.9,60.3,2,77.1,14.1,4.3,4.8,3.1,3.8,3.7,school,136,1360610,Tidewater,Chesapeake City,Deep Creek Middle
2,473,2023,27,4.6,7,32.8,6.1,30.2,7.8,38.9,43.1,37.2,13.3,39.7,61.9,2,77.8,15,3.9,4.5,3,4,3.4,school,136,1360710,Tidewater,Chesapeake City,Indian River Middle
2,555,2023,21.2,5.6,5.9,25.8,4.3,29.9,5.8,35.9,35.1,37.3,13,27.8,62.5,1.9,76.8,12.4,4.2,4.5,3,3.6,3.5,school,136,1360740,Tidewater,Chesapeake City,Western Branch Middle
2,1000,2023,22.8,5.9,5.7,29.1,4.1,26.2,7.4,36.8,35.3,36.9,9.6,28.1,60.4,1.9,75.2,12.9,4.3,4.7,2.8,3.5,3.7,school,136,1360920,Tidewater,Chesapeake City,Hugo A. Owens Middle
2,124,2023,15.7,6,2.4,1.6,0,4,0.8,4,29.8,47.6,8.1,40,80,2.3,88.7,11.3,4.7,5.2,2.2,2.3,4.9,school,136,1360970,Tidewater,Chesapeake City,Chesapeake Virtual Academy
2,696,2023,24,4.9,6.5,29.6,6.3,25.1,6.3,38.1,31.5,38.8,16.8,24.8,55.6,2,74.1,11.1,4.3,4.6,2.7,3.8,3.7,school,136,1360972,Tidewater,Chesapeake City,Greenbrier Middle
2,419,2023,19.1,2.8,6,27.9,4.5,23.6,6,32.9,36.5,46.8,14.1,18.6,54.2,1.9,81.9,15.8,4.4,4.7,2.7,3.3,3.9,school,136,1360973,Tidewater,Chesapeake City,Jolliff Middle
1,1035,2023,18.4,5.1,7.6,23.9,2.7,28,7.6,32,26.3,44.9,6.8,44.3,52.9,2,79.1,21.6,4.5,4.5,2.8,3.5,3.6,school,021,0210040,Central Virginia,Chesterfield County,Midlothian Middle
1,171,2023,17.9,9.5,2.9,11.1,1.8,9.9,3.5,10.5,35.7,43.9,12.3,42.9,66.7,2,88.3,13.5,4.4,5.1,1.8,2.4,4.7,school,021,0210093,Central Virginia,Chesterfield County,Chesterfield Virtual School
1,480,2023,25.7,6.5,17.3,33.3,7.3,39.8,10.6,43.3,41.5,36,16.5,32.9,63.3,2.5,72.3,19.2,3.9,4.1,3.4,3.9,3,school,021,0210110,Central Virginia,Chesterfield County,Matoaca Middle
1,653,2023,20.7,5.7,5.2,26.8,4.4,25.4,6.6,34,31.7,41.5,9.2,48.3,68.3,1.9,78.9,15.8,4.3,4.4,2.8,3.6,3.7,school,021,0210270,Central Virginia,Chesterfield County,Swift Creek Middle
1,440,2023,23,7,10.5,31.1,5.2,31.6,9.3,40.2,41.8,33.2,14.1,45.2,64.5,2.1,72,20,3.6,4,3.6,4,2.8,school,021,0210420,Central Virginia,Chesterfield County,Carver Middle
1,500,2023,26,10.6,9.4,27.4,5.2,25,10.4,32.2,39.4,33.2,11,41.8,56.4,1.9,69,15.8,3.8,4.2,3,3.8,3.4,school,021,0210600,Central Virginia,Chesterfield County,Manchester Middle
1,595,2023,23,7.3,11.3,29.6,4.9,29.9,6.1,36.8,35.5,42.9,9.1,40.7,55.6,1.6,76.5,16,4.1,4.3,3.2,3.9,3.3,school,021,0210631,Central Virginia,Chesterfield County,Bailey Bridge Middle
1,449,2023,30.2,11.9,20.5,28.5,8,35,11.6,39.4,43.2,30.5,15.1,32.4,55.9,2.1,63.3,17.4,3.6,4,3.4,4,2.8,school,021,0210670,Central Virginia,Chesterfield County,Falling Creek Middle
1,559,2023,25.2,7.5,10.2,28.1,5.9,39.2,10,38.6,40.8,37.9,12.5,40,54.3,2,66.4,17.5,3.9,4.1,3.1,3.9,3.2,school,021,0210690,Central Virginia,Chesterfield County,Providence Middle
1,462,2023,23.9,9.3,16.2,31,8.2,40.7,11.7,40.7,45.5,43.7,12.8,27.1,62.7,2.3,65.6,19.9,3.9,4.1,2.9,3.7,3.3,school,021,0210722,Central Virginia,Chesterfield County,Salem Church Middle
1,750,2023,19.1,5.4,7.1,22.3,2.8,25.3,7.5,31.5,27.5,42.3,7.1,50.9,60.4,2,80.7,17.7,4.4,4.6,2.6,3.4,3.9,school,021,0210760,Central Virginia,Chesterfield County,Robious Middle
1,748,2023,22.5,6.8,5.5,27.8,3.9,26.3,8.7,29.9,34.9,39.8,9,26.9,58.2,1.9,78.2,15,4.2,4.4,2.9,3.6,3.7,school,021,0210870,Central Virginia,Chesterfield County,Elizabeth Davis Middle
1,1188,2023,17.6,6.1,8.2,23.7,2.9,27.5,7.1,34.2,28.9,43.6,8.2,35.1,45.4,1.9,83.8,16.8,4.5,4.6,2.9,3.6,3.7,school,021,0210880,Central Virginia,Chesterfield County,Tomahawk Creek Middle
4,393,2023,23.4,5.9,8.9,33.6,8.7,31,12.2,37.9,34.6,41.2,9.2,38.9,55.6,2.1,75.8,11.7,4.3,4.6,2.6,3.6,3.6,school,022,0220280,Northern Virginia,Clarke County,Johnson-Williams Middle
3,40,2023,10.9,2.4,12.5,30,15,35,17.5,27.5,47.5,50,15,33.3,16.7,2.3,80,12.5,4.5,4.6,2.4,3.4,3.5,school,202,2020021,Northern Neck,Colonial Beach,Colonial Beach High
3,81,2023,19.5,6.9,3.7,34.6,9.9,35.8,8.6,28.4,46.9,39.5,9.9,50,50,1.8,84,8.6,4.1,4.6,2.2,3.2,3.8,school,202,2020022,Northern Neck,Colonial Beach,Colonial Beach Elementary
1,396,2023,23.5,5.4,7.6,27.8,6.6,35.9,7.3,40.2,41.2,38.4,15.4,34.4,47.5,1.9,72.5,13.9,4.1,4.7,2.8,3.6,3.6,school,106,1060020,Central Virginia,Colonial Heights City,Colonial Heights Middle
6,78,2023,16.7,2.6,11.5,46.2,12.8,34.6,9,37.2,30.8,41,14.1,45.5,18.2,1.5,74.4,20.5,4.2,4.4,2.6,3.5,3.6,school,023,0230011,Western Virginia,Craig County,Craig County High
4,970,2023,23,8.5,9,24.1,5.7,27.2,7.2,29,38,42.4,12.7,37.4,59.3,2,77.4,14.2,4.2,4.6,2.6,3.7,3.8,school,024,0240020,Northern Virginia,Culpeper County,Culpeper Middle
4,700,2023,22.9,8.7,8.7,22.3,6.6,25.6,9,26.6,36.4,45.3,13.4,26.6,63.8,2.3,74.3,17.9,4.2,4.6,2.7,3.5,3.8,school,024,0240581,Northern Virginia,Culpeper County,Floyd T. Binns Middle
8,181,2023,19.1,7.6,13.8,30.4,5,32.6,8.3,31.5,33.7,38.7,12.7,56.5,56.5,2.5,75.7,11,4.2,4.6,2.8,3.6,3.7,school,025,0250152,Southside,Cumberland County,Cumberland Middle
6,389,2023,25.1,7.7,13.9,30.6,7.2,32.1,8,39.3,41.1,32.6,14.4,42.9,58.9,2.4,72.8,14.4,3.6,4.1,3.1,4,3,school,108,1080260,Western Virginia,Danville City,O. Trent Bonner Middle
6,412,2023,24.3,6.1,13.1,36.2,10,39.3,12.1,38.8,42.7,40.8,17.5,44.4,61.1,2.5,71.6,18.9,3.9,4.5,2.9,4,3.4,school,108,1081372,Western Virginia,Danville City,Westwood Middle
6,106,2023,22.8,16.8,6.6,17,1.9,17.9,2.8,12.3,28.3,36.8,18.9,35,65,2.6,76.4,15.1,4.2,5,2.2,2.6,4.5,school,108,1081380,Western Virginia,Danville City,Virtual Academy at I.W. Taylor
7,342,2023,24.1,9.8,8.5,29.8,4.1,38,5,32.7,38.3,48.2,13.5,30.4,67.4,2.2,78.9,19.9,4.3,4.6,2.4,3.6,3.8,school,026,0260280,Southwest,Dickenson County,Ridgeview Middle
1,690,2023,22.9,7.3,13.6,31.9,8.8,41.9,11.3,41.4,41.6,35.5,16.1,24.3,67.6,2.2,71.9,12,3.9,4.2,3.4,3.8,2.9,school,027,0270471,Central Virginia,Dinwiddie County,Dinwiddie County Middle
3,86,2023,18.6,1.8,22.1,30.2,8.1,36,8.1,31.4,41.9,38.4,17.4,20,73.3,1.7,62.8,10.5,3.9,4.3,3,3.9,3.1,school,028,0280010,Northern Neck,Essex County,Essex High
3,87,2023,18.7,4.4,8,35.6,3.4,41.4,6.9,40.2,39.1,36.8,16.1,42.9,64.3,1.4,80.5,10.3,4.2,4.6,3.2,3.9,3.5,school,028,0280150,Northern Neck,Essex County,James H. Cary Intermediate
4,655,2023,16.5,7.8,12.2,20.6,4,27.6,8.4,28.7,28.4,37.3,7.6,37.3,62.7,1.9,68.4,14.7,4.3,4.4,2.8,3.4,3.5,school,029,0290033,Northern Virginia,Fairfax County,Herndon Middle
4,66,2023,11.8,4.9,3,22.7,6.1,13.6,0,19.7,30.3,40.9,6.1,25,75,2.5,69.7,6.1,4.1,4.5,2.3,2.7,3.9,school,029,0290070,Northern Virginia,Fairfax County,Forest Edge Elementary
4,42,2023,2.1,5.6,0,16.7,14.3,9.5,2.4,21.4,7.1,38.1,2.4,0,0,1,85.7,4.8,5,5,1.8,2.2,4.7,school,029,0290080,Northern Virginia,Fairfax County,Sherman Elementary
4,72,2023,6.8,1.7,1.4,13.9,0,13.9,2.8,25,16.7,51.4,5.6,16.7,50,1.3,91.7,6.9,5,5.2,1.6,1.8,5,school,029,0290100,Northern Virginia,Fairfax County,Chesterbrook Elementary
4,86,2023,10.2,2.2,0,2.3,0,14,3.5,15.1,15.1,43,1.2,0,100,2,90.7,9.3,5.2,5.4,1.7,1.6,5.1,school,029,0290110,Northern Virginia,Fairfax County,Archer Elementary
4,52,2023,3.6,5,5.8,13.5,5.8,23.1,5.8,23.1,13.5,51.9,5.8,33.3,66.7,1.7,94.2,9.6,4.8,5.2,1.6,1.8,4.6,school,029,0290120,Northern Virginia,Fairfax County,Vienna Elementary
4,123,2023,15,4.1,0,19.5,2.4,8.1,3.3,24.4,22.8,40.7,8.1,30,40,1.7,75.6,9.8,4.8,5,2.1,2.4,4.4,school,029,0290140,Northern Virginia,Fairfax County,Oakton Elementary
4,127,2023,12,8.6,2.4,22,1.6,20.5,3.1,20.5,18.1,37,4.7,50,16.7,1.7,89.8,3.1,4.6,4.9,2.1,2.6,4.3,school,029,0290150,Northern Virginia,Fairfax County,Orange Hunt Elementary
4,86,2023,12.9,1.6,2.3,12.8,4.7,11.6,3.5,19.8,23.3,50,4.7,25,75,2,86,4.7,4.8,5.1,1.9,2.1,4.4,school,029,0290170,Northern Virginia,Fairfax County,Terra Centre Elementary
4,67,2023,18.9,12.7,7.5,23.9,6,23.9,9,26.9,41.8,38.8,13.4,30,60,1.9,68.7,7.5,4.2,4.9,2.5,3.1,3.7,school,029,0290220,Northern Virginia,Fairfax County,Dogwood Elementary
4,82,2023,11.6,3.3,1.2,20.7,1.2,24.4,2.4,30.5,26.8,53.7,8.5,14.3,57.1,1.9,85.4,9.8,4.8,5.1,1.9,2.4,4.6,school,029,0290250,Northern Virginia,Fairfax County,Terraset Elementary
4,59,2023,15.9,3.7,6.8,25.4,3.4,13.6,6.8,32.2,25.4,47.5,13.6,25,75,1.8,83.1,8.5,4.4,5.1,1.7,2.4,4.4,school,029,0290260,Northern Virginia,Fairfax County,Clearview Elementary
4,77,2023,7.4,1.5,1.3,23.4,1.3,26,2.6,26,32.5,39,11.7,22.2,44.4,1.8,81.8,7.8,5,5.3,2,2.2,4.6,school,029,0290280,Northern Virginia,Fairfax County,Sunrise Valley Elementary
4,87,2023,12.4,3.3,4.6,28.7,10.3,26.4,3.4,37.9,23,37.9,8,28.6,42.9,2,87.4,4.6,4.8,5,2.1,2.8,4.3,school,029,0290290,Northern Virginia,Fairfax County,Fairview Elementary
4,766,2023,10.3,4.5,3.4,12.7,3.8,19.7,5.7,18.8,21.3,48.8,6.7,37.3,60.8,1.7,84.1,23.1,4.7,4.9,2.1,2.7,4.4,school,029,0290300,Northern Virginia,Fairfax County,Rocky Run Middle
4,64,2023,18.8,4.9,0,23.4,1.6,25,4.7,29.7,43.8,45.3,18.8,33.3,58.3,1.6,73.4,7.8,4.5,4.8,2,2.7,4.2,school,029,0290320,Northern Virginia,Fairfax County,Franconia Elementary
4,82,2023,23.9,9,3.7,29.3,7.3,19.5,9.8,28,31.7,35.4,8.5,14.3,42.9,1.7,76.8,17.1,4.5,4.7,2.8,3.3,3.6,school,029,0290330,Northern Virginia,Fairfax County,Groveton Elementary
4,907,2023,16.2,8.1,12.9,16.6,6,27.5,8.6,24.8,28.7,39.5,7.8,36,61.3,1.9,72.8,15.7,4.3,4.4,2.8,3.4,3.8,school,029,0290350,Northern Virginia,Fairfax County,Hughes Middle
4,74,2023,19.5,4.5,2.7,31.1,4.1,28.4,5.4,33.8,25.7,43.2,14.9,27.3,27.3,1.5,58.1,10.8,4.7,4.9,2,2.2,4.4,school,029,0290370,Northern Virginia,Fairfax County,Forestville Elementary
4,66,2023,13,1.7,1.5,13.6,0,12.1,1.5,25.8,25.8,53,18.2,25,50,2,86.4,15.2,5.1,5.3,1.8,1.8,5,school,029,0290390,Northern Virginia,Fairfax County,Fox Mill Elementary
4,111,2023,15.4,4.1,0.9,12.6,4.5,15.3,3.6,16.2,20.7,45,5.4,28.6,28.6,2.1,73.9,8.1,4.9,5.2,1.8,2,4.6,school,029,0290400,Northern Virginia,Fairfax County,White Oaks Elementary
4,111,2023,6.8,2,0.9,11.7,1.8,8.1,2.7,23.4,15.3,50.5,4.5,60,80,2,90.1,5.4,5.1,5.3,1.6,1.6,5.1,school,029,0290430,Northern Virginia,Fairfax County,Oak Hill Elementary
4,520,2023,10.1,5.1,5.6,11.7,2.3,20.4,6.2,19.4,20,45,5,37,48.1,1.7,83.1,21.7,4.6,4.7,2.4,2.8,4.2,school,029,0290440,Northern Virginia,Fairfax County,Franklin Middle
4,59,2023,21,7,1.7,25.4,3.4,16.9,0,22,45.8,54.2,15.3,33.3,22.2,1.4,76.3,11.9,4.5,5,2,2.5,4.3,school,029,0290470,Northern Virginia,Fairfax County,Newington Forest Elementary
4,64,2023,9.2,9.1,0,15.6,1.6,17.2,3.1,21.9,20.3,31.2,4.7,66.7,66.7,2.3,73.4,10.9,4.6,4.9,2,2,4.3,school,029,0290480,Northern Virginia,Fairfax County,Cherry Run Elementary
4,48,2023,10,3.1,0,2.1,2.1,12.5,6.2,18.8,20.8,54.2,4.2,100,50,1,77.1,2.1,4.9,5.1,2.2,1.8,4.7,school,029,0290490,Northern Virginia,Fairfax County,Freedom Hill Elementary
4,35,2023,18.9,15.4,5.7,45.7,17.1,37.1,5.7,34.3,40,31.4,8.6,33.3,33.3,3.3,82.9,22.9,4.2,4.6,2.6,3.3,3.8,school,029,0290510,Northern Virginia,Fairfax County,Mount Eagle Elementary
4,49,2023,25,15.7,2,18.4,4.1,12.2,6.1,24.5,26.5,32.7,10.2,60,80,1.6,67.3,12.2,4.1,4.9,2.2,2.7,4.3,school,029,0290530,Northern Virginia,Fairfax County,Graham Road Elementary
4,40,2023,15,7.1,0,17.5,0,15,2.5,37.5,32.5,47.5,15,0,66.7,1,77.5,10,4.7,5,2.4,3,4.4,school,029,0290560,Northern Virginia,Fairfax County,Belle View Elementary
4,80,2023,14,2,0,12.5,0,15,1.2,16.2,20,37.5,6.2,66.7,0,1.3,92.5,7.5,5.1,5.3,1.6,1.7,4.9,school,029,0290570,Northern Virginia,Fairfax County,Great Falls Elementary
4,78,2023,23.2,8,6.4,19.2,3.8,28.2,10.3,25.6,28.2,33.3,11.5,10,80,3.2,71.8,6.4,4.5,5.1,2.3,2.6,4.3,school,029,0290580,Northern Virginia,Fairfax County,Westlawn Elementary
4,50,2023,9.8,6.3,2,16,4,18,0,30,30,50,8,75,25,1.2,68,12,4.6,5,2.3,2.9,4.1,school,029,0290620,Northern Virginia,Fairfax County,Cameron Elementary
4,30,2023,15.6,4.1,3.3,6.7,10,20,6.7,23.3,23.3,50,3.3,0,0,1,73.3,10,5,5,2,2.5,4.5,school,029,0290630,Northern Virginia,Fairfax County,Garfield Elementary
4,42,2023,13,10.1,4.8,28.6,7.1,26.2,4.8,23.8,35.7,31,11.9,20,20,2.2,69,7.1,4.4,4.6,2.7,2.9,3.7,school,029,0290650,Northern Virginia,Fairfax County,Woodburn Elementary
4,550,2023,14.9,6.1,9.8,15.1,4.5,22.5,6.5,28.5,22.5,36.9,7.1,28.2,53.8,1.7,74.9,14.5,4.2,4.5,3.1,3.4,3.6,school,029,0290673,Northern Virginia,Fairfax County,Jackson Middle
4,70,2023,18.4,5.6,1.4,21.4,4.3,8.6,0,21.4,17.1,51.4,10,0,28.6,1.3,75.7,21.4,4.6,4.7,2,2.3,4.2,school,029,0290680,Northern Virginia,Fairfax County,Bush Hill Elementary
4,27,2023,22.2,3.5,0,18.5,7.4,33.3,3.7,25.9,33.3,48.1,14.8,25,25,1.8,85.2,7.4,4.4,4.9,2.2,2.7,4.4,school,029,0290700,Northern Virginia,Fairfax County,Bucknell Elementary
4,94,2023,10.6,2.6,3.2,19.1,4.3,10.6,3.2,25.5,14.9,44.7,4.3,0,25,2,84,4.3,4.9,5.2,1.7,2,4.6,school,029,0290730,Northern Virginia,Fairfax County,Flint Hill Elementary
4,88,2023,6.6,4.7,1.1,8,1.1,11.4,3.4,21.6,21.6,52.3,10.2,11.1,33.3,1.7,78.4,2.3,4.7,5,1.6,1.7,4.8,school,029,0290740,Northern Virginia,Fairfax County,Floris Elementary
4,168,2023,11.1,4,1.2,16.1,1.8,13.7,2.4,24.4,19.6,46.4,10.7,27.8,72.2,1.8,81,7.7,5,5.1,1.7,1.9,4.8,school,029,0290750,Northern Virginia,Fairfax County,Haycock Elementary
4,67,2023,9.9,2.5,3,14.9,3,14.9,3,34.3,23.9,44.8,0,0,0,NA,83.6,9,4.8,5.1,1.9,2.2,4.6,school,029,0290770,Northern Virginia,Fairfax County,Lemon Road Elementary
4,56,2023,19.4,17,3.6,25,3.6,25,8.9,26.8,48.2,33.9,7.1,50,75,1.5,80.4,16.1,4.5,4.8,1.9,2.6,4.2,school,029,0290820,Northern Virginia,Fairfax County,Pine Spring Elementary
4,46,2023,24.5,2,0,10.9,2.2,13,4.3,19.6,26.1,41.3,4.3,100,50,2,89.1,10.9,4.8,5.2,2,2.2,4.4,school,029,0290830,Northern Virginia,Fairfax County,Timber Lane Elementary
4,89,2023,12.8,3.5,3.4,9,1.1,7.9,2.2,21.3,13.5,57.3,7.9,42.9,71.4,1.3,88.8,12.4,5.1,5.3,1.7,1.8,5,school,029,0290850,Northern Virginia,Fairfax County,Wakefield Forest Elementary
4,61,2023,21.7,7.7,8.2,29.5,3.3,21.3,4.9,24.6,29.5,39.3,13.1,25,62.5,2,72.1,11.5,4.4,5.1,2.4,2.8,3.9,school,029,0290870,Northern Virginia,Fairfax County,Crestwood Elementary
4,72,2023,22.7,10.7,9.7,27.8,11.1,27.8,12.5,27.8,34.7,38.9,15.3,45.5,36.4,2.6,66.7,9.7,4,4.7,2.6,3.2,3.8,school,029,0290890,Northern Virginia,Fairfax County,Lynbrook Elementary
4,92,2023,12.7,5.1,2.2,19.6,0,23.9,3.3,28.3,30.4,38,3.3,20,60,1.6,85.9,20.7,4.7,5.1,2,2.7,4.5,school,029,0290950,Northern Virginia,Fairfax County,Rose Hill Elementary
4,101,2023,14,2.6,0,15.8,2,18.8,5,31.7,29.7,38.6,5,60,60,2.2,81.2,14.9,4.5,4.8,2.1,2.6,4.3,school,029,0290960,Northern Virginia,Fairfax County,Springfield Estates Elementary
4,168,2023,7.4,4.9,1.2,23.2,5.4,16.1,5.4,29.2,22,36.9,6.5,25,66.7,1.4,76.2,6.5,4.8,4.9,2.2,2.3,4.4,school,029,0290980,Northern Virginia,Fairfax County,Kent Gardens Elementary
4,101,2023,6.8,3.7,1,24.8,4,21.8,4,37.6,22.8,44.6,5.9,0,33.3,1.3,79.2,7.9,4.8,4.8,1.9,2.2,4.4,school,029,0291050,Northern Virginia,Fairfax County,Churchill Road Elementary
4,81,2023,7.4,3.3,6.2,17.3,3.7,27.2,7.4,29.6,25.9,32.1,8.6,37.5,12.5,1.9,80.2,9.9,4.9,5.1,1.8,2.2,4.5,school,029,0291080,Northern Virginia,Fairfax County,Waynewood Elementary
4,753,2023,13.1,4.7,8.1,16.9,4.2,24.2,8.1,26.6,24.8,42.5,8.2,48.4,41.9,1.9,80.3,17.8,4.4,4.7,2.4,3.2,3.9,school,029,0291110,Northern Virginia,Fairfax County,Johnson Middle
4,965,2023,11.8,6.6,4.1,13.6,2.7,22.7,6.2,26,25.2,44,9,35.8,50.5,1.6,80.3,21.3,4.5,4.6,2.4,2.9,4,school,029,0291120,Northern Virginia,Fairfax County,Irving Middle
4,579,2023,17.4,9.8,7.9,16.2,5.2,24.5,7.4,21.8,30.7,32,9,26.9,50,2.2,73.9,14.9,4.2,4.6,2.7,3.3,3.8,school,029,0291130,Northern Virginia,Fairfax County,Poe Middle
