school_name,sch_id
Suspension Services,0349992
Community PK School,1109990
Gladys West Elementary,1100020
Home Educational Services,1109991
Homebased,1109999
Homebound,1109998
Hugh Mercer Elementary,1100050
James Monroe High,1100040
Lafayette Elementary,1100272
Special Situation Schools,1108888
Suspension Services,1109992
Walker-Grant Early Childhood Center,1100030
Walker-Grant Middle,1100273
Community PK School,1119990
Galax Cooperative Program,1110260
Galax Elementary,1110010
Galax High,1110031
Galax Middle,1110032
Home Educational Services,1119991
Homebased,1119999
Homebound,1119998
Special Situation Schools,1118888
Suspension Services,1119992
Community PK School,0359990
Eastern Elementary/Middle,0350010
Giles County K-12 Virtual School,0350112
Giles County Tech. Center,0350462
Giles High,0350461
Home Educational Services,0359991
Homebased,0359999
Homebound,0359998
Macy Mcclaugherty Elementary/Middle,0350390
Narrows Elementary/Middle,0350400
Narrows High,0350470
Special Situation Schools,0358888
Suspension Services,0359992
Abingdon Elementary,0360250
Achilles Elementary,0360240
Bethel Elementary,0360381
Botetourt Elementary,0360100
Community PK School,0369990
Gloucester & Mathews Counties Gov's Health Sciences Academy,0360290
Gloucester High,0360260
Home Educational Services,0369991
Homebased,0369999
Homebound,0369998
Local or Regional Jail,0369997
Page Middle,0360802
Peasley Middle,0360280
Petsworth Elementary,0360270
Special Situation Schools,0368888
Suspension Services,0369992
Byrd Elementary,0370120
Community PK School,0379990
Early Childhood Dev. Ctr Feeding Site,0370371
Goochland Elementary,0370360
Goochland High,0370220
Goochland Middle,0370340
Home Educational Services,0379991
Homebased,0379999
Homebound,0379998
Randolph Elementary,0370260
Special Situation Schools,0378888
Suspension Services,0379992
Community PK School,0389990
Fairview Elementary,0380480
Fries Elementary,0380911
Grayson County High,0380421
Grayson County High Career & Technical Education,0380423
Grayson Highlands,0380430
Home Educational Services,0389991
Homebased,0389999
Homebound,0389998
Independence Elementary,0380422
Independence Middle,0380011
Special Situation Schools,0388888
Suspension Services,0389992
Alternative Education Center,0390282
Community PK School,0399990
Greene County Technical Education Center,0390080
Home Educational Services,0399991
Homebased,0399999
Homebound,0399998
Nathanael Greene Elementary,0390020
Nathanael Greene Primary,0390010
Ruckersville Elementary,0390030
Special Situation Schools,0398888
Suspension Services,0399992
William Monroe High,0390072
William Monroe Middle,0390071
Community PK School,0409990
Edward W. Wyatt Middle,0400190
Greensville County High,0400200
Greensville Elementary,0400050
Home Educational Services,0409991
Homebased,0409999
Homebound,0409998
Local or Regional Jail,0409997
Special Situation Schools,0408888
Suspension Services,0409992
Clays Mill Elementary,0411560
Cluster Springs Elementary,0410020
Community PK School,0419990
Halifax County High,0410010
Halifax County Middle,0411480
Home Educational Services,0419991
Homebased,0419999
Homebound,0419998
Local or Regional Jail,0419997
Meadville Elementary,0411550
Scottsburg Elementary,0411510
Sinai Elementary,0411521
South Boston Elementary,0410030
South Boston/Halifax Early Learning Center,0410950
Special Situation Schools,0418888
Suspension Services,0419992
Sydnor Jennings Elementary,0411490
A.W.E. Bassette Elementary,1120500
Aberdeen Elementary,1120160
Albert W. Patrick III Elementary,1120470
Alfred S. Forrest Elementary,1120260
Alternative Learning Center,1120623
Ann H. Kilgore Gifted Center,1120624
Armstrong Elementary,1120120
Barron Elementary,1120330
Benjamin Syms Middle,1120350
Bethel High,1120430
C. Alton Lindsay Middle,1120450
Captain John Smith Elementary,1120460
Cesar Tarrant Middle,1120300
Cesar Tarrent Elementary Annex,1120614
Christopher C. Kraft Elementary,1120420
Community PK School,1129990
Downtown Hampton Cdc Site Iii,1120615
Francis Asbury Elementary,1120030
Francis W. Jones Magnet Middle,1120070
George P. Phenix Elementary,1120650
Hampton City Public Schools Gov Health Sciences Academy,1121100
Hampton High,1120280
Hampton Public Schools Architecture & Applied Arts Governor's STEM Academy,1121200
Hart-Mcallister Pre-School Feeding Site,1120619
Home Educational Services,1129991
Homebased,1129999
Homebound,1129998
Hunter B. Andrews,1120640
Jane H. Bryan Elementary,1120250
Kecoughtan High,1120320
Lincoln Park Pre-School,1120618
Local or Regional Jail,1129997
Luther W. Machen Elementary,1120490
Mary S. Peake Elementary,1120440
Mary T. Christian Elementary,1120270
Mary W. Jackson Elementary,1120360
Moton Early Childhood Center,1120210
Paul Burbank Elementary,1120410
Peninsula Marine Institute,1120617
Phillips Elementary,1120370
Phoebus High,1120050
Rivermont School - Feeding Site,1120616
Samuel P. Langley Elementary,1120180
Special Situation Schools,1128888
Suspension Services,1129992
Thomas Eaton Middle,1120380
William Mason Cooper Elementary,1120080
Ashland Elementary,0420160
Atlee High,0420062
Battlefield Park Elementary,0420360
Beaverdam Elementary,0420020
Bell Creek Middle,0420440
Chickahominy Middle,0420061
Cold Harbor Elementary,0420070
Community PK School,0429990
Cool Spring Elementary,0420551
Elmont Elementary,0420430
HCPS Online Elementary,0420010
HCPS Online High,0420012
HCPS Online Middle,0420011
Hanover High,0420554
Home Educational Services,0429991
Homebased,0429999
Homebound,0429998
Kersey Creek Elementary,0420200
Laurel Meadow Elementary,0420210
Liberty Middle,0420450
Local or Regional Jail,0429997
Mechanicsville Elementary,0420420
Mechanicsville High,0420370
Oak Knoll Middle,0420553
Patrick Henry High,0420400
Pearson's Corner Elementary,0420410
Pole Green Elementary,0420552
Rural Point Elementary,0420030
South Anna Elementary,0420040
Special Situation Schools,0428888
Suspension Services,0429992
The Georgetown School,0420201
The Hanover Center For Trades And Technology,0420202
Washington-Henry Elementary,0420290
Bluestone Elementary,1130120
Community PK School,1139990
Elon Rhodes Early Learning Center,1130450
Harrisonburg H.S. Governor's STEM Academy,1130211
Harrisonburg High,1130012
Home Educational Services,1139991
Homebased,1139999
Homebound,1139998
Keister Elementary,1130050
Local or Regional Jail,1139997
Rocktown High,1130020
Skyline Middle,1130111
Smithland Elementary,1130110
Special Situation Schools,1138888
Spotswood Elementary,1130060
Stone Spring Elementary,1130191
Suspension Services,1139992
Thomas Harrison Middle,1130080
Waterman Elementary,1130030
Academy at Virginia Randolph,0430040
Adult Education Center,0430460
Adult Education Center,0430461
Advanced Career Education Center at Hermitage,0430671
Advanced Career Education Center at Highland Springs,0430191
Advanced Career Education Center at the Academy at Virginia Randolph,0430401
Anthony P. Mehfoud Elementary,0430450
Arthur Ashe Jr. Elementary,0430320
Brookland Middle,0430500
Cashell Donahoe Elementary,0430120
Center for Diversified Studies,0430560
Chamberlayne Elementary,0430590
Charles M. Johnson Elementary,0430530
Colonial Trail Elementary,0430093
Community PK School,0439990
Crestview Elementary,0430400
David A. Kaechele Elementary,0430082
Deep Run High,0430160
Douglas S. Freeman High,0430410
Dumbarton Elementary,0430700
Echo Lake Elementary,0430300
Elizabeth Holladay Elementary,0430680
Elko Middle,0430092
Evening School of Excellence,0430780
Fair Oaks Elementary,0430200
Fairfield Middle,0430510
Gayton Elementary,0430150
General Academic Development,0430340
Generating Recovery of Academic Direction (GRAD),0430097
George F. Baker Elementary,0430470
George H. Moody Middle,0430390
Glen Allen Elementary,0430020
Glen Allen High,0430096
Glen Lea Elementary,0430380
Greenwood Elementary,0430260
Harold Macon Ratcliffe Elementary,0430420
Harvie Elementary,0430094
Henrico High,0430610
Henrico Virtual Academy,0430083
Henry D. Ward Elementary,0430330
Hermitage High,0430670
Highland Springs Elementary,0430640
Highland Springs High,0430190
Holman Middle,0430095
Home Educational Services,0439991
Homebased,0439999
Homebound,0439998
Hungary Creek Middle,0430100
ISEAP Program,0430770
Jackson Davis Elementary,0430620
Jacob L. Adams Elementary,0430660
John Randolph Tucker High,0430600
John Rolfe Middle,0430130
L. Douglas Wilder Middle,0430250
Laburnum Elementary,0430430
Lakeside Elementary,0430370
Local or Regional Jail,0439997
Longdale Elementary,0430050
Maude Trevvett Elementary,0430490
Maybeury Elementary,0430540
Mills E. Godwin High,0430140
Montrose Elementary,0430210
Nuckols Farm Elementary,0430270
Pemberton Elementary,0430440
Pinchbeck Elementary,0430570
Pocahontas Middle,0430280
Program for Academic and Career Enhancement (PACE),0430180
Quioccasin Middle,0430690
R.C. Longan Elementary,0430630
Ridge Elementary,0430090
Rivers Edge Elementary,0430240
Ruby F. Carver Elementary,0430650
Sandston Elementary,0430220
Seven Pines Elementary,0430550
Shady Grove Elementary,0430710
Short Pump Elementary,0430060
Short Pump Middle,0430080
Skipwith Elementary,0430480
Special Situation Schools,0438888
Springfield Park Elementary,0430230
Suspension Services,0439992
Three Chopt Elementary,0430010
Tuckahoe Elementary,0430360
Tuckahoe Middle,0430520
Twin Hickory Elementary,0430310
Varina Elementary,0430290
Varina High,0430580
Virginia Randolph Education Center,0430810
Axton Elementary,0440361
Bassett High,0440010
Campbell Court Elementary,0440590
Career Academy,0440820
Community PK School,0449990
Drewry Mason Elementary,0440530
Fieldale-Collinsville Middle,0440620
G.W. Carver Elementary,0440480
Home Educational Services,0449991
Homebased,0449999
Homebound,0449998
Laurel Park Middle,0440670
Local or Regional Jail,0449997
Magna Vista High,0440020
Meadow View Elementary,0440661
Mount Olivet Elementary,0440872
Rich Acres Elementary,0440740
Sanville Elementary,0440220
Special Situation Schools,0448888
Stanleytown Elementary,0440760
Suspension Services,0449992
The Center for Community Learning,0440840
Community PK School,0459990
Highland Elementary,0450110
Highland High,0450220
Home Educational Services,0459991
Homebased,0459999
Homebound,0459998
Special Situation Schools,0458888
Suspension Services,0459992
Carter G. Woodson Middle,1140110
Community PK School,1149990
Dupont Elementary,1140040
Harry E. James Elementary,1140140
Home Educational Services,1149991
Homebased,1149999
Homebound,1149998
Hopewell High,1140120
New HOPE Academy,1140153
Patrick Copeland Elementary,1140070
Special Situation Schools,1148888
Suspension Services,1149992
Woodlawn Pre-School Learning Center,1140151
Carrollton Elementary,0460421
Carrsville Elementary,0460280
Community PK School,0469990
Georgie D. Tyler Middle,0460422
Hardy Elementary,0460320
Home Educational Services,0469991
Homebased,0469999
Homebound,0469998
Smithfield High,0460040
Smithfield Middle,0460050
Special Situation Schools,0468888
Suspension Services,0469992
Westside Elementary,0460424
Windsor Elementary,0460240
Windsor High,0460250
Community PK School,0489990
Home Educational Services,0489991
Homebased,0489999
Homebound,0489998
King George Elementary,0480100
King George High,0480120
King George Middle,0480010
Potomac Elementary,0480050
Sealston Elementary,0480221
Special Situation Schools,0488888
Suspension Services,0489992
Acquinton Elementary,0500180
Community PK School,0509990
Cool Spring Primary,0500190
Hamilton Holmes Middle,0500160
Home Educational Services,0509991
Homebased,0509999
Homebound,0509998
King William High,0500130
Special Situation Schools,0508888
Suspension Services,0509992
Central High,0490280
Community PK School,0499990
Home Educational Services,0499991
Homebased,0499999
Homebound,0499998
King & Queen Elementary,0490200
Lawson-Marriott Elementary,0490290
Special Situation Schools,0498888
Suspension Services,0499992
Community PK School,0519990
Home Educational Services,0519991
Homebased,0519999
Homebound,0519998
Lancaster County Alternative School,0510410
Lancaster Early Childhood Education Center,0510310
Lancaster Elementary,0510110
Lancaster High,0510010
Local or Regional Jail,0519997
Special Situation Schools,0518888
Suspension Services,0519992
Community PK School,0529990
Dryden Elementary,0520160
Elk Knob Elementary,0520330
Elydale Middle,0520820
Flatwoods Elementary,0520630
Home Educational Services,0529991
Homebased,0529999
Homebound,0529998
Jonesville Middle,0520470
Lee County Alternative Education Program,0520332
Lee County Behavioral Program,0520331
Lee County Career & Tech. Center,0520370
Lee High,0520300
Local or Regional Jail,0529997
Pennington Middle,0520290
Rose Hill Elementary,0520670
Special Situation Schools,0528888
St. Charles Elementary,0520200
Suspension Services,0529992
Thomas Walker High,0520880
Community PK School,1379990
Harrington Waddell Elementary,1371390
Home Educational Services,1379991
Homebased,1379999
Homebound,1379998
Lylburn Downing Middle,1371440
Special Situation Schools,1378888
Suspension Services,1379992
ACCESS Academy,0530103
Academies of Loudoun,0531090
Aldie Elementary,0530510
Algonkian Elementary,0530150
Arcola Elementary,0530610
Ashburn Elementary,0530170
Ball's Bluff Elementary,0530220
Banneker Elementary,0530650
Belmont Ridge Middle,0530940
Belmont Station Elementary,0530300
Blue Ridge Middle,0530790
Brambleton Middle,0531120
Briar Woods High,0530420
Broad Run High,0530740
Buffalo Trail Elementary,0530450
Cardinal Ridge Elementary,0530460
Catoctin Elementary,0530710
Cedar Lane Elementary,0530840
Community PK School,0539990
Cool Spring Elementary,0530160
Countryside Elementary,0530890
Creighton's Corner Elementary,0530540
Discovery Elementary,0531000
Dominion High,0530031
Dominion Trail Elementary,0530470
Douglass Community/Leesburg Elementary Annex,0531071
ELL Welcome Center,0539995
Eagle Ridge Middle,0530880
Elaine E. Thompson Elementary,0531151
Emerick Elementary,0530730
Evergreen Mill Elementary,0530190
Farmwell Station Middle,0530210
Forest Grove Elementary,0530970
Frederick Douglass Elementary,0530530
Freedom High,0530120
Goshen Post Elementary,0530371
Guilford Elementary,0530720
Gum Spring Middle,0530320
Hamilton Elementary,0530230
Harmony Middle,0530921
Harper Park Middle,0530520
Henrietta Lacks Elementary,0530116
Heritage High,0530900
Hillsboro Charter Academy,0530111
Hillside Elementary,0530400
Home Educational Services,0539991
Homebased,0539999
Homebound,0539998
Horizon Elementary,0530820
Hovatter Elementary,0531131
Hutchison Farm Elementary,0530960
Independence High,0531110
J. Lupton Simpson Middle,0530020
J. Michael Lunsford Middle,0530580
John Champe High,0530370
John W. Tolbert Jr. Elementary,0530950
Kenneth W.Culbert Elementary,0530600
Leesburg Elementary,0530080
Legacy Elementary,0530430
Liberty Elementary,0530560
Lightridge High,0531130
Lincoln Elementary,0530290
Little River Elementary,0530860
Local or Regional Jail,0539997
Loudoun County High,0530660
Loudoun Valley High,0530680
Lovettsville Elementary,0530780
Lowes Island Elementary,0530500
Lucketts Elementary,0530130
Madison's Trust Elementary,0531030
Meadowland Elementary,0530070
Middleburg Community Charter,0531200
Mill Run Elementary,0530910
Moorefield Station Elementary,0530380
Mountain View Elementary,0530980
Newton-Lee Elementary,0530270
Park View High,0530060
Pinebrook Elementary,0530340
Potomac Falls High,0530140
Potowmack Elementary,0530250
Preschool Child Find,0530044
Recovery,0530102
Richard and Mildred Loving Elementary,0530091
River Bend Middle,0530930
Riverside High,0531050
Rock Ridge High,0531060
Rolling Ridge Elementary,0530040
Rosa Lee Carter Elementary,0530550
Round Hill Elementary,0530180
Sanders Corner Elementary,0530240
Seldens Landing Elementary,0530870
Seneca Ridge Middle,0530030
Smart's Mill Middle,0530090
Special Situation Schools,0538888
Sterling Elementary,0530690
Sterling Middle,0530760
Steuart W. Weller Elementary,0530350
Stone Bridge High,0530850
Stone Hill Middle,0530570
Sugarland Elementary,0530010
Sully Elementary,0530750
Suspension Services,0539992
Sycolin Creek Elementary,0530280
The Alternative Education Program,0530621
The Loudoun Governor's Career & Technical Academy,0530990
The North Star School,0530620
Trailside Middle,0531040
Tuscarora High,0530200
Virtual Distance Elementary,0530533
Virtual Distance Learning,0530531
Virtual Loudoun,0531210
W.O. Robey High,0530532
Waterford Elementary,0530700
Watson Mountain Middle,0530117
Waxpool Elementary,0531140
Willard Middle,0530360
Woodgrove High,0530590
Community PK School,0549990
Home Educational Services,0549991
Homebased,0549999
Homebound,0549998
Jouett Elementary,0540660
Louisa County High,0540602
Louisa County Middle,0540601
Moss-Nuckols Elementary,0540080
Special Situation Schools,0548888
Suspension Services,0549992
Thomas Jefferson Elementary,0540610
Trevilians Elementary,0540641
Central High,0550560
Community PK School,0559990
Home Educational Services,0559991
Homebased,0559999
Homebound,0559998
Kenbridge Elementary,0550240
Lunenburg Middle,0550171
Special Situation Schools,0558888
Suspension Services,0559992
Victoria Elementary,0550140
Bedford Hills Elementary,1150290
Community PK School,1159990
Dearington Elementary/Innovation,1150070
E.C. Glass High,1150260
Fort Hill Community,1151203
HOME BASED,1159999
Heritage Elementary,1151102
Heritage High,1150130
Home Educational Services,1159991
Home bound,1159998
Hutcherson Academy,1150320
Linkhorne Elementary,1150360
Linkhorne Middle,1150350
Local or Regional Jail,1159997
Lynchburg Regional Governor's STEM Academy,1150380
Paul Laurence Dunbar Middle for Innovation,1150170
Paul Munro Elementary,1150330
Perrymont Elementary,1150270
Restorative Academy - Elem,1150191
Restorative Academy - Secondary,1150192
Robert S. Payne Elementary,1150190
Sandusky Elementary,1150370
Sandusky Middle,1150340
Sheffield Elementary,1150300
Special Situation Schools,1158888
Suspension Services,1159992
TC Miller Academy,1150095
Transition Alternative Program,1150375
William M. Bass Elementary,1150250
Community PK School,0569990
Home Educational Services,0569991
Homebased,0569999
Homebound,0569998
Madison County High,0560221
Madison Primary,0560230
Special Situation Schools,0568888
Suspension Services,0569992
Waverly Yowell Elementary,0560200
William H. Wetsel Middle,0560222
Baldwin Elementary,1430470
Baldwin Intermediate,1430471
Community PK School,1439990
George Carr Round Elementary,1430060
Governor's STEM Academy at Osbourn High School,1430380
Grace E. Metz Middle,1430070
Home Educational Services,1439991
Homebased (Serving School),1439999
Homebound (Serving School),1439998
Jennie Dean Elementary,1430310
Manassas Pathways,1430480
Mayfield Intermediate,1430080
Osbourn High,1430370
Richard C. Haydon Elementary,1430020
Special Situation Schools,1438888
Suspension Services,1439992
Virginia Virtual Academy at Manassas,1430090
Weems Elementary,1430010
Community PK School,1449990
Cougar Elementary,1440522
Home Educational Services,1449991
Homebased,1449999
Homebound,1449998
Manassas Park Elementary,1440420
Manassas Park High,1440030
Manassas Park Middle,1440031
Special Situation Schools,1448888
Suspension Services,1449992
Albert Harris Elementary,1160222
Clearview Early Learning Center,1160224
Community PK School,1169990
Home Educational Services,1169991
Homebased,1169999
Homebound,1169998
Local or Regional Jail,1169997
Martinsville High,1160110
Martinsville Middle,1160010
Patrick Henry Elementary,1160223
Special Situation Schools,1168888
Suspension Services,1169992
Community PK School,0579990
Home Educational Services,0579991
Homebased,0579999
Homebound,0579998
Mathews Elementary,0570291
Mathews High,0570190
Special Situation Schools,0578888
Suspension Services,0579992
Thomas Hunter Middle,0570100
Chase City Elementary,0580910
Clarksville Elementary,0581000
Community PK School,0589990
Home Educational Services,0589991
Homebased,0589999
Homebound,0589998
LaCrosse Elementary,0581020
Local or Regional Jail,0589997
Mecklenburg County High,0581041
Mecklenburg County Middle,0581040
Phoenix Academy,0581121
South Hill Elementary,0580190
Special Situation Schools,0588888
Suspension Services,0589992
Community PK School,0599990
Home Educational Services,0599991
Homebased,0599999
Homebound,0599998
Local or Regional Jail,0599997
Middlesex Elementary,0590291
Middlesex High,0590090
Special Situation Schools,0598888
St. Clare Walker Middle,0590140
Suspension Services,0599992
Auburn Elementary,0600902
Auburn High,0600650
Auburn Middle,0600903
Belview Elementary,0600700
Blacksburg High,0600760
Blacksburg Middle,0600710
Christiansburg Elementary,0600740
Christiansburg High,0600770
Christiansburg Middle,0600671
Christiansburg Primary,0600780
Community PK School,0609990
Eastern Montgomery Elementary,0600030
Eastern Montgomery High,0600904
Falling Branch Elementary,0600600
Gilbert Linkous Elementary,0600750
Harding Avenue Elementary,0600010
Home Educational Services,0609991
Homebased,0609999
Homebound,0609998
Kipps Elementary,0600901
Local or Regional Jail,0609997
Margaret Beeks Elementary,0600730
Montgomery Central,0600690
Montgomery County Governor's STEM Academy,0600810
Prices Fork Elementary,0600210
Shawsville Middle,0600290
Special Situation Schools,0608888
Suspension Services,0609992
Community PK School,0629990
Home Educational Services,0629991
Homebased,0629999
Homebound,0629998
Nelson County High,0620710
Nelson Middle,0620730
Rockfish River Elementary,0620010
Special Situation Schools,0628888
Suspension Services,0629992
Tye River Elementary,0620020
Community PK School,0639990
George W. Watkins Elementary,0630180
Home Educational Services,0639991
Homebased,0639999
Homebound,0639998
New Kent Elementary,0630010
New Kent High,0630020
New Kent Middle,0630100
Quinton Elementary,0630300
Richmond Technical Center (for New Kent Co use only),0639995
Special Situation Schools,0638888
Suspension Services,0639992
Achievable Dream Academy,1171404
Achievable Dream Middle/High,1171405
Aviation Academy,1171406
B.C. Charles Elementary,1171250
B.T. Washington Middle,1170110
Carver Elementary,1171170
Community PK School,1179990
Crittenden Middle,1171393
David A. Dutrow Elementary,1170050
Deer Park Elementary,1171398
Denbigh Early Childhood Center,1171402
Denbigh High,1170280
Discovery STEM Academy,1170130
Ella J. Fitzgerald Middle,1170020
Ethel M. Gildersleeve Middle,1171260
General Stanford Elementary,1171407
George J. McIntosh Elementary,1170070
Heritage High,1171395
Heritage High School Governor's STEM Academy,1171455
Hidenwood Elementary,1171210
Hilton Elementary,1171080
Home Educational Services,1179991
Homebased,1179999
Homebound,1179998
Homer L. Hines Middle,1171270
Huntington Middle,1170091
John Marshall Early Childhood Center,1171411
Joseph H. Saunders Elementary,1170300
Katherine Johnson Elementary,1171180
Kiln Creek Elementary,1171290
Knollwood Meadows Elementary,1170310
L.F. Palmer Elementary,1170200
Local or Regional Jail,1179997
Mary Passage Middle,1171400
Menchville High,1171220
Newport Academy,1170210
Newport News & York County Governor's Health Science Academy,1171445
Newsome Park Elementary,1171120
Oliver C. Greenwood Elementary,1170150
Point Option Alternative School,1171394
Richard T. Yates Elementary,1170270
Richneck Elementary,1171230
Riverside Elementary,1171150
Sedgefield Elementary,1170250
Special Situation Schools,1178888
Stoney Run Elementary,1171240
Suspension Services,1179992
T. Ryland Sanford Elementary,1170290
Warwick High,1171070
Watkins Early Childhood Center,1171410
Willis A. Jenkins Elementary,1170320
Woodside High,1171396
Academy for Discovery at Lakewood,1180185
Azalea Gardens Middle,1180760
Bay View Elementary,1180250
Berkley/Campostella Early Childhood Education Center,1180510
Blair Middle,1180020
Booker T Washington High,1180880
Calvert Square,1182124
Camp Allen Elementary,1180040
Camp Young,1182122
Chesterfield Elementary,1180220
Coleman Place Elementary,1180550
Community PK School,1189990
Crossroads PreK-8 School,1180560
Easton Preschool at Fairlawn,1180740
Evening School,1182126
Ghent K-8,1180090
Granby Elementary,1180420
Granby High,1180390
Home Educational Services,1189991
Homebased,1189999
Homebound,1189998
Ingleside Elementary,1180610
Jacox Elementary,1180430
James Monroe Elementary,1180131
Lake Taylor,1180790
Lake Taylor High,1180840
Larchmont Elementary,1180210
Larrymore Elementary,1180670
Lindenwood Elementary,1180520
Little Creek Elementary,1180682
Local or Regional Jail,1189997
Madison Alternative Center,1180110
Marine Institute,1182123
Mary Calcott Elementary,1180460
Matthew Fontaine Maury High,1180010
Norfolk Alternative High,1182116
Norfolk Alternative Middle,1182115
Norfolk Re-Ed School - SECEP - Oakwood,1182113
Norfolk Technical Center,1180870
Northside Middle,1180490
Norview Elementary,1180620
Norview High,1180580
Norview Middle,1180570
Ocean View Elementary,1180190
Oceanair Elementary,1180630
P.B. Young Sr. Elementary,1180530
Richard Bowling Elementary,1180480
Ruffner School,1180030
SECEP - TRAEP - Oakwood,1182120
Sewells Point Elementary,1180850
Sherwood Forest Elementary,1180650
Southside STEM Academy at Campostella,1180770
Special Situation Schools,1188888
St. Helena Elementary,1180820
Suburban Park Elementary,1180500
Suspension Services,1189992
Tanners Creek Elementary,1180100
Tarrallton Elementary,1180800
The Academy of International Studies at Rosemont,1182127
Virtual Scholars Academy Elementary,1180721
Virtual Scholars Academy Secondary,1180722
Walter Herron Taylor Elementary,1180150
Willard Elementary,1180471
Willoughby Early Childhood Center,1180860
Community PK School,0659990
Home Educational Services,0659991
Homebased,0659999
Homebound,0659998
Kiptopeke Elementary,0650452
Local or Regional Jail,0659997
Northampton High,0650350
Northampton Middle,0650360
Occohannock Elementary,0650451
Special Situation Schools,0658888
Suspension Services,0659992
The T.E.C.H. Center,0650453
Community PK School,0669990
Home Educational Services,0669991
Homebased,0669999
Homebound,0669998
Northumberland Elementary,0660331
Northumberland High,0660040
Northumberland Middle,0660210
Special Situation Schools,0668888
Suspension Services,0669992
Ballad Health Early Childhood Learning Center,1190030
Community PK School,1199990
Home Educational Services,1199991
Homebased Instruction,1199999
Homebound Instruction,1199998
J.I. Burton High,1190020
Norton Elementary,1190040
Special Situation Schools,1198888
Suspension Services,1199992
Blackstone Primary,0670340
Community PK School,0679990
Crewe Primary,0670330
Home Educational Services,0679991
Homebased,0679999
Homebound,0679998
Nottoway High,0670301
Nottoway Intermediate,0670300
Nottoway Middle,0670302
Special Situation Schools,0678888
Suspension Services,0679992
Community PK School,0689990
Gordon-Barbour Elementary,0680360
Home Educational Services,0689991
Homebased,0689999
Homebound,0689998
Lightfoot Elementary,0680070
Local Or Regional Jail,0689997
Locust Grove Elementary,0680050
Locust Grove Middle,0680471
Locust Grove Primary,0680051
Orange County High,0680330
Orange Elementary,0680370
Prospect Heights Middle,0680340
Special Situation Schools,0688888
Suspension Services,0689992
Taylor Alternative Education Complex Feeding Site,0680063
Unionville Elementary,0680350
Community PK School,0699990
Home Educational Services,0699991
Homebased,0699999
Homebound,0699998
Local or Regional Jail,0699997
Luray Elementary,0690350
Luray High,0690110
Luray Middle,0690400
Page County High,0690380
Page County Middle,0690390
Page County Technical Center,0690481
Shenandoah Elementary,0690310
Special Situation Schools,0698888
Springfield Elementary,0690050
Stanley Elementary,0690210
Suspension Services,0699992
Blue Ridge Elementary,0700440
Community PK School,0709990
Hardin Reynolds Memorial School,0700350
Home Educational Services,0709991
Homebased,0709999
Homebound,0709998
Local or Regional Jail,0709997
Meadows of Dan Elementary,0700150
Patrick County High,0700700
Patrick Springs Primary,0700680
Special Situation Schools,0708888
Stuart Elementary,0700320
Suspension Services,0709992
Woolwine Elementary,0700080
Blandford Alternative Center,1200311
Community PK School,1209990
Cool Spring Elementary,1200110
Home Educational Services,1209991
Homebased,1209999
Homebound,1209998
Lakemont Elementary,1200170
Local or Regional Jail,1209997
Petersburg High,1200200
Pleasants Lane Elementary,1200180
Special Situation Schools,1208888
Suspension Services,1209992
Vernon Johns Middle,1200121
Walnut Hill Elementary,1200130
Westview Early Childhood Education Center,1200160
Academy for Engineering & Technology,0715741
Brosville Elementary,0711853
Chatham Elementary,0710640
Chatham High,0711720
Chatham Middle,0711660
Community PK School,0719990
Dan River High,0711680
Dan River Middle,0711090
Gretna Elementary,0710280
Gretna High,0711700
Gretna Middle,0710290
Home Educational Services,0719991
Homebased,0719999
Homebound,0719998
John L. Hurt Elementary,0710030
Kentuck Elementary,0711690
Local or Regional Jail,0719997
Mount Airy Elementary,0711750
Pittsylvania County Schools STEM Academy,0710420
Pittsylvania Regional Alternative School/STEM Academy,0710409
Pittsylvania Vocational-Technical Center,0710010
Southside Elementary,0711460
Special Situation Schools,0718888
Stony Mill Elementary,0711710
Suspension Services,0719992
Tunstall High,0711730
Tunstall Middle,0711130
Twin Springs Elementary,0711851
Union Hall Elementary,0711740
Victory Academy/Ready for Success,0711854
Community PK School,1429990
Home Educational Services,1429991
Homebased,1429999
Homebound,1429998
Poquoson Elementary,1420150
Poquoson High,1420010
Poquoson Middle,1420130
Poquoson Primary,1420160
Special Situation Schools,1428888
Suspension Services,1429992
Brighton Elementary,1211766
Churchland Academy Elementary,1210321
Churchland Elementary,1210650
Churchland High,1210500
Churchland Middle,1210320
Churchland Preschool Center,1210322
Churchland Primary & Intermediate,1210160
Community PK School,1219990
Cradock Elementary,1211400
Cradock Middle,1211130
Douglass Park Elementary,1210190
Hodges Manor Elementary,1211630
Home Educational Services,1219991
Homebased,1219999
Homebound,1219998
I.C. Norcom High,1210240
Lakeview Elementary,1211650
Local or Regional Jail,1219997
Manor High,1211660
Mount Hermon Preschool Center,1211768
New Directions Center,1211761
Olive Branch Preschool Center,1211770
Park View Elementary,1210060
Simonsdale Elementary,1210290
Special Situation Schools,1218888
Suspension Services,1219992
Victory Elementary,1211769
Waterview Elementary,1210230
Westhaven Elementary,1210210
William E. Waters Middle,1210310
Community PK School,0729990
Flat Rock Elementary,0720021
Home Educational Services,0729991
Homebased,0729999
Homebound,0729998
Pocahontas Elementary,0720231
Powhatan Elementary,0720013
Powhatan High,0720011
Powhatan Middle,0720130
Special Situation Schools,0728888
Suspension Services,0729992
Community PK School,0739990
Farmville Elementary Feeding Site,0730402
Home Educational Services,0739991
Homebased,0739999
Homebound,0739998
