school_name,sch_id
Local or Regional Jail,0739997
Prince Edward County High,0730400
Prince Edward County Vocational Technical,0730401
Prince Edward Elementary,0730010
Prince Edward Middle,0730020
Special Situation Schools,0738888
Suspension Services,0739992
Community PK School,0749990
David A. Harrison Elementary,0740340
Home Educational Services,0749991
Homebased,0749999
Homebound,0749998
J.E.J. Moore Middle,0740320
L.L. Beazley Elementary,0740310
Local or Regional Jail,0749997
Middle Road Elementary,0740280
N.B. Clements Annex,0740360
North Elementary,0740290
Prince George Education Center,0740350
Prince George High,0740020
South Elementary,0740300
Special Situation Schools,0748888
Suspension Services,0749992
A. Henderson Elementary,0750330
Antietam Elementary,0750760
Ashland Elementary,0750200
Battlefield High,0750290
Bel Air Elementary,0750670
Belmont Elementary,0750600
Bennett Elementary,0750840
Brentsville District High,0750530
Bristow Run Elementary,0750860
Buckland Mills Elementary,0750950
Bull Run Middle,0750920
C.A. Sinclair Elementary,0750620
C.D. Hylton High,0750710
Cedar Point Elementary,0750900
Charles J. Colgan Sr. High,0755010
Chris Yung Elementary,0750970
Coles Elementary,0750660
Community PK School,0759990
Computer-Based Instruction (CBI),0750287
Covington-Harper Elementary,0750309
Dale City Elementary,0750610
Dumfries Elementary,0750280
E.H. Marsteller Middle,0750490
Elizabeth Vaughan Elementary,0750580
Enterprise Elementary,0750120
Fannie W. Fitzgerald Elementary,0750370
Featherstone Elementary,0750450
Forest Park High,0750870
Fred M. Lynn Middle,0750520
Freedom High,0750300
Gainesville High,0755130
Gainesville Middle,0750960
Gar-Field High,0750690
George G. Tyler Elementary,0750630
George M. Hampton Middle,0750640
George P. Mullen Elementary,0750770
Glenkirk Elementary,0750340
Graham Park Middle,0750510
Haymarket Elementary,0750250
Herbert J. Saunders Middle,0750380
Home Educational Services,0759991
Homebased,0759999
Homebound,0759998
Independence Nontraditional - High School,0750946
Independence Nontraditional Center,0750010
Innovation Elementary,0750317
J.W. Alvey Elementary,0750220
John D. Jenkins Elementary,0750319
John F. Pattie Sr. Elementary,0750130
John F. Pattie Sr. Elementary Annex,0750944
Kerrydale Elementary,0750070
Kyle R. Wilson Elementary,0750306
Lake Ridge Elementary,0750180
Lake Ridge Middle,0750720
Leesylvania Elementary,0750830
Local or Regional Jail,0759997
Loch Lomond Elementary,0750460
Louise A. Benton Middle,0750880
Martin Luther King Jr. Elementary,0750160
Marumsco Hills Elementary,0750570
Mary G. Porter Traditional,0750231
Mary Williams Elementary,0750240
Minnieville Elementary,0750030
Molinari Juvenile Shelter,0759996
Montclair Elementary,0750800
Mountain View Elementary,0750810
Neabsco Elementary,0750700
Occoquan Elementary,0750260
Old Bridge Elementary,0750820
Osbourn Park High,0750080
Pace West,0750910
Parkside Middle,0750501
Patriot High,0751060
Pennington Traditional,0750945
Piney Branch Elementary,0750110
Potomac High,0750140
Potomac Middle,0750170
Potomac Shores Middle,0750414
Potomac View Elementary,0750550
R. Dean Kilby Elementary,0750440
Rippon Middle,0750591
River Oaks Elementary,0750750
Rockledge Elementary,0750040
Ronald Wilson Reagan Middle,0750310
Rosa Parks Elementary,0750941
Samuel L. Gravely Jr. Elementary,0750360
Sharon C. McAuliffe Elementary,0750730
Signal Hill Elementary,0750500
Sonnie Penn Elementary,0750850
Special Situation Schools,0758888
Springwoods Elementary,0750320
Stuart M. Beville Middle,0750780
Sudley Elementary,0750020
Suella G. Ellis Elementary,0750270
Suspension Services,0759992
Swans Creek Elementary,0750890
T. Clay Wood Elementary,0750470
The Nokesville School,0750150
Thurgood Marshall Elementary,0750790
Triangle Elementary,0750430
Unity Braxton Middle,0750480
Unity Reed High,0750680
Victory Elementary,0750390
Virtual Learning Academy,0750602
West Gate Elementary,0750540
Westridge Elementary,0750740
Woodbridge High,0750060
Woodbridge Middle,0750560
Yorkshire Elementary,0750350
Community PK School,0779990
Critzer Elementary,0770020
Dublin Elementary,0770540
Fairlawn Coop. Transition Center Program,0770550
Home Educational Services,0779991
Homebased,0779999
Homebound,0779998
Local Or Regional Jail,0779997
Pulaski County Middle,0770560
Pulaski County Public Schools Governor's STEM Academy,0770610
Pulaski County Public Schools Virtual School K-12,0770101
Pulaski County Senior High,0770010
Pulaski Elementary,0770230
Riverlawn Elementary,0770500
Snowville Elementary,0770430
Special Situation Schools,0778888
Suspension Services,0779992
Belle Heth Elementary,1220010
Community PK School,1229990
Home Educational Services,1229991
Homebased,1229999
Homebound,1229998
John N. Dalton Intermediate,1220042
McHarg Elementary,1220020
Radford City Virtual,1220102
Radford High,1220041
Special Situation Schools,1228888
Suspension Services,1229992
Community PK School,0789990
Home Educational Services,0789991
Homebased,0789999
Homebound,0789998
Local or Regional Jail,0789997
Rappahannock County Elementary,0780240
Rappahannock County High,0780230
Special Situation Schools,0788888
Suspension Services,0789992
Albert Hill Middle,1230030
Amelia Street Special Education,1230750
Armstrong High,1230850
Barack Obama Elementary,1230390
Bellevue Elementary,1230100
Blackwell Elementary,1230170
Broad Rock Elementary,1231100
Capital City Program,1233118
Cardinal Elementary,1231440
Chimborazo Elementary,1230830
Community PK School,1239990
Con Ganas,1230425
Dogwood Middle,1230050
Elizabeth D. Redd Elementary,1231400
Fairfield Court Elementary,1230710
Frances W. McClenney Elementary,1230230
Franklin Military Academy,1230621
G.H. Reid Elementary,1231470
George W. Carver Elementary,1230311
Henry Marsh III Elementary,1230290
Home Educational Services,1239991
Homebased,1239999
Homebound,1239998
Huguenot High,1231510
J.B. Fisher Elementary,1231640
J.H. Blackwell Preschool,1233115
J.L. Francis Elementary,1231710
John Marshall High,1230730
Linwood Holton Elementary,1233106
Local or Regional Jail,1239997
Lois Harrison-Jones Elementary,1230600
Lucille M. Brown Middle,1233105
Martin Luther King Jr. Middle,1230770
Martin Luther King Jr. Preschool,1230771
Mary Munford Elementary,1230580
Mary Scott Preschool,1233114
Maymont Preschool,1230690
Miles Jones Elementary,1233107
Oak Grove/Bellemeade Annex,1233112
Oak Grove/Bellemeade Elementary,1230330
Open High,1230090
Overby-Sheppard Elementary,1230130
Patrick Henry School Of Science And Arts,1233119
Pre-School Dev. Center,1233109
Real Special Ed Ctr,1233116
Richmond Career Education and Employment Charter School,1233200
Richmond Community High,1230452
Richmond Community Preschool,1233113
Richmond High School for the Arts,1230741
Richmond K12 Virginia Virtual Academy,1230411
Richmond Success Academy,1233110
Richmond Technical Center,1230821
Richmond Virtual Academy,1231322
River City Middle,1231631
Secondary Success Center,1230420
Southampton Elementary,1231480
Special Situation Schools,1238888
Summer Hill Preschool Center,1230511
Suspension Services,1239992
Swansboro Elementary,1230210
THRIVE ACADEMY,1230823
The Governor's Career and Technical Education Academy for STEM in Richmond,1233120
The Humanities Center,1230742
Thirteen Acres Special Education Center,1233117
Thomas C. Boushall Middle,1230480
Thomas H. Henderson Middle,1230470
Thomas Jefferson High,1230020
Westover Hills Elementary,1230660
William Fox Elementary,1230200
Woodville Elementary,1230650
Community PK School,0799990
Home Educational Services,0799991
Homebased,0799999
Homebound,0799998
Local Or Regional Jail,0799997
Mackey-Thompson Learning Center,0790050
Rappahannock High,0790210
Richmond County Elementary,0790020
Special Situation Schools,0798888
Suspension Services,0799992
Addison Aerospace Magnet Middle,1240280
Breckinridge Middle,1240210
Community PK School,1249990
Crystal Spring Elementary,1240020
Fairview Elementary,1240410
Fallon Park Elementary,1240050
Fishburn Park Elementary,1240380
Forest Park Academy,1240560
Garden City Elementary,1240300
Grandin Court Elementary,1240310
Highland Park Elementary,1240110
Home Educational Services,1249991
Homebased,1249999
Homebound,1249998
Hurt Park Elementary,1240420
James Madison Middle,1240450
John P. Fishwick Middle,1240230
Lincoln Terrace Elementary,1240340
Local Or Regional Jail,1249997
Monterey Elementary,1240370
Morningside Elementary,1240060
Noel C. Taylor Academy At Oakland,1240553
Patrick Henry High,1240390
Preston Park Elementary,1240240
Roanoke Academy For Mathematics & Science Elementary,1240220
Round Hill Elementary,1240320
Special Situation Schools,1248888
Suspension Services,1249992
Virginia Heights Elementary,1240070
Wasena Elementary,1240090
Westside Elementary,1240350
William Fleming High,1240400
Woodrow Wilson Middle,1240150
Alternative Secondary Transition Educational Program,0800780
Back Creek Elementary,0800420
Bonsack Elementary,0800752
Burlington Elementary,0800180
Burton Center for Arts and Technology,0800590
Cave Spring Elementary,0800560
Cave Spring High,0800470
Cave Spring Middle,0800620
Clearbrook Elementary,0800330
Community PK School,0809990
Fort Lewis Elementary,0800040
Glen Cove Elementary,0800650
Glenvar Elementary,0800490
Glenvar High,0800610
Glenvar Middle,0800751
Governor's STEM Academy at the Burton Center for Arts and Technology,0800591
Green Valley Elementary,0800600
Herman L. Horn Elementary,0800540
Hidden Valley High,0800754
Hidden Valley Middle,0800010
Home Educational Services,0809991
Homebased,0809999
Homebound,0809998
Local or Regional Jail,0809997
Mason's Cove Elementary,0800530
Mount Pleasant Elementary,0800290
Mountain View Elementary,0800500
Northside High,0800520
Northside Middle,0800640
Oak Grove Elementary,0800480
Penn Forest Elementary,0800050
RCPS Online Academy,0800756
RCPS Summer School,0800757
Special Situation Schools,0808888
Suspension Services,0809992
W.E. Cundiff Elementary,0800060
William Byrd High,0800630
William Byrd Middle,0800232
Central Elementary,0810650
Community PK School,0819990
Fairfield Elementary,0810150
Home Educational Services,0819991
Homebased,0819999
Homebound,0819998
Local or Regional Jail,0819997
Maury River Middle,0810678
Mountain View Elementary,0810340
Natural Bridge Elementary,0810641
Rockbridge County High,0810022
Special Situation Schools,0818888
Suspension Services,0819992
Broadway High,0820870
Community PK School,0829990
Cub Run Elementary,0820861
East Rockingham High,0820391
Elkton Elementary,0820400
Elkton Middle,0820900
Fulks Run Elementary,0820940
Home Educational Services,0829991
Homebased,0829999
Homebound,0829998
J. Frank Hillyard Middle,0820960
JMU Lab School for Innovation and Career Exploration,0821100
John C. Myers Elementary,0821071
John W. Wayland Elementary,0820970
Lacey Spring Elementary,0820500
Linville-Edom Elementary,0820360
McGaheysville Elementary,0820600
Montevideo Middle,0820860
Mountain View Elementary,0820520
Ottobine Elementary,0820920
Peak View Elementary,0821073
Plains Elementary,0820010
Pleasant Valley Elementary,0820950
River Bend Elementary,0820390
Rockingham Academy,0821050
South River Elementary,0820830
Special Situation Schools,0828888
Spotswood High,0820020
Suspension Services,0829992
Turner Ashby High,0820850
Wilbur S. Pence Middle,0820890
Belfast Elementary,0830580
Castlewood Elementary,0830792
Castlewood High,0830791
Community PK School,0839990
Home Educational Services,0839991
Homebased,0839999
Homebound,0839998
Honaker Elementary,0830890
Honaker High,0830540
Lebanon Elementary,0830410
Lebanon High,0830140
Lebanon Middle,0830902
Lebanon Primary,0830390
Local or Regional Jail,0839997
Russell County Voc.,0830900
Special Situation Schools,0838888
Suspension Services,0839992
Alternative Individualized Instructional Methods For Success (AIIMS),1390610
Andrew Lewis Middle,1390100
Community PK School,1399990
East Salem Elementary,1390550
G.W. Carver Elementary,1390090
Home Educational Services,1399991
Homebased,1399999
Homebound,1399998
Local Or Regional Jail,1399997
Salem Alternative,1390092
Salem High,1390070
South Salem Elementary,1390580
Special Situation Schools,1398888
Suspension Services,1399992
Virginia Virtual Academy at Salem,1390350
West Salem Elementary,1390460
Community PK School,0849990
Duffield-Pattonsville Primary,0840750
Dungannon Elementary,0840042
Fort Blackmore Center for Excellence,0840310
Gate City High,0840770
Gate City Middle,0840771
Hilton Elementary,0840670
Home Educational Services,0849991
Homebased,0849999
Homebound,0849998
Local Or Regional Jail,0849997
Nickelsville Elementary,0840220
Rye Cove High,0840260
Rye Cove Intermediate,0840020
Scott County Career and Technical Center,0840800
Shoemaker Elementary,0840641
Special Situation Schools,0848888
Suspension Services,0849992
Twin Springs High,0840780
Virginia Connections Academy,0840772
Weber City Elementary,0840740
Yuma Elementary,0840790
Ashby-Lee Elementary,0850820
Central High,0850780
Community PK School,0859990
Home Educational Services,0859991
Homebased,0859999
Homebound,0859998
Local or Regional Jail,0859997
North Fork Middle,0850040
Peter Muhlenberg Middle,0850030
Sandy Hook Elementary,0850810
Signal Knob Middle,0850050
Special Situation Schools,0858888
Stonewall Jackson High,0850790
Strasburg High,0850770
Suspension Services,0859992
Triplett Business & Tech.,0850800
W.W. Robinson Elementary,0850020
Atkins Elementary,0860290
Chilhowie Elementary,0860730
Chilhowie High,0860460
Chilhowie Middle,0860851
Community PK School,0869990
Home Educational Services,0869991
Homebased,0869999
Homebound,0869998
Local Or Regional Jail,0869997
Marion Elementary,0860710
Marion Middle,0860680
Marion Senior High,0860700
Northwood High,0860250
Northwood Middle,0860120
Oak Point Elementary,0860690
Rich Valley Elementary,0860720
Saltville Elementary,0860740
Smyth County Career & Technical Center,0860750
Smyth County Virtual,0860770
Special Situation Schools,0868888
Sugar Grove Elementary,0860555
Suspension Services,0869992
Capron Elementary,0870710
Community PK School,0879990
Fresh Start Center,0870900
Home Educational Services,0879991
Homebased,0879999
Homebound,0879998
Local or Regional Jail,0879997
Meherrin Elementary,0870020
Nottoway Elementary,0870010
Riverdale Elementary,0870780
Southampton High,0870690
Southampton Middle,0870700
Special Situation Schools,0878888
Suspension Services,0879992
Battlefield Elementary,0880010
Battlefield Middle,0880050
Berkeley Elementary,0880340
Brock Road Elementary,0880400
Cedar Forest Elementary,0880511
Chancellor Elementary,0880040
Chancellor High,0880381
Chancellor Middle,0880382
Community PK School,0889990
Courthouse Academy Program,0880816
Courthouse Road Elementary,0880501
Courtland Elementary,0880022
Courtland High,0880020
Freedom Middle,0880509
Gateway Academy,0880820
Harrison Road Elementary,0880507
Home Educational Services,0889991
Homebased,0889999
Homebound,0889998
John J. Wright Educational And Cultural Center,0880221
Lee Hill Elementary,0880030
Livingston Elementary,0880350
Massaponax High,0880506
Ni River Middle,0880505
Parkside Elementary,0880508
Post Oak Middle,0880220
QUEST Alternative Education Program,0880800
Riverbend High,0880510
Riverview Elementary,0880503
Salem Elementary,0880060
Smith Station Elementary,0880390
Special Situation Schools,0888888
Spotswood Elementary,0880360
Spotsylvania Career Switcher Program,0880900
Spotsylvania Career and Technical Center,0880021
Spotsylvania Elementary,0880130
Spotsylvania High,0880370
Spotsylvania Middle,0880330
Suspension Services,0889992
Thornburg Middle,0880502
Wilderness Elementary,0880504
Andrew G. Wright Middle,0890040
Anne E. Moncure Elementary,0890260
Anthony Burns Elementary,0890433
Brooke Point High,0890421
Colonial Forge High,0890424
Community PK School,0899990
Conway Elementary,0890431
Donald B. Dixon-Lyle R. Smith Middle,0890432
Edward E. Drew Jr. Middle,0890010
Falmouth Elementary,0890280
Ferry Farm Elementary,0890230
Gari Melchers Complex,0890428
Garrisonville Elementary,0890041
Grafton Village Elementary,0890270
H.H. Poole Middle,0890422
Hampton Oaks Elementary,0890320
Hartwood Elementary,0890250
Home Educational Services,0899991
Homebased,0899999
Homebound,0899998
Kate Waller Barrett Elementary,0890427
Local or Regional Jail,0899997
Margaret Brent Elementary,0890429
Mountain View High,0890430
North Stafford High,0890030
North Star Early Childhood Education Center,0890992
Park Ridge Elementary,0890300
Phoenix Center for Innovative Learning,0890910
Rising Star Early Childhood Education Center at Melchers,0890920
Rockhill Elementary,0890060
Rocky Run Elementary,0890425
Rodney E. Thompson Middle,0890426
Shirley C. Heim Middle,0890440
Special Situation Schools,0898888
Stafford Academy for Technolgy (STAT),0890900
Stafford Elementary,0890111
Stafford Middle,0890112
Stafford Senior High,0890020
Suspension Services,0899992
T. Benton Gayle Middle,0890162
Widewater Elementary,0890050
Winding Creek Elementary,0890423
Arthur R. Ware Elementary,1260040
Bessie Weller Elementary,1260070
Community PK School,1269990
Home Educational Services,1269991
Homebased,1269999
Homebound,1269998
Local or Regional Jail,1269997
Shelburne Middle,1260110
Special Situation Schools,1268888
Staunton City School PreSchool Programs,1260041
Staunton High,1260030
Suspension Services,1269992
Thomas C. McSwain Elementary,1260090
Booker T. Washington Elementary,1270050
Colonel Fred Cherry Middle,1270397
Community PK School,1279990
Creekside Elementary,1270440
Elementary School Virtual Center,1270398
Elephant's Fork Elementary,1270210
FIRST Academy,1270130
Florence Bowser Elementary,1270090
Forest Glen Middle,1270390
High School Virtual Center,1270399
Hillpoint Elementary,1270450
Home Educational Services,1279991
Homebased,1279999
Homebound,1279998
John F. Kennedy Middle,1270370
John Yeates Middle,1270380
Kilby Shores Elementary,1270230
King's Fork High,1270395
King's Fork Middle,1270393
Lakeland High,1270300
Local Or Regional Jail,1279997
Mack Benn Jr. Elementary,1270330
Middle School Virtual Center,1270400
Nansemond Parkway Elementary,1270220
Nansemond River High,1270240
Northern Shores Elementary,1270391
Oakland Elementary,1270070
STEM Academy at Booker T. Washington,1271150
Southwestern Elementary,1270047
Special Situation Schools,1278888
Suffolk Re-Ed,1270394
Suspension Services,1279992
The College and Career Academy at Pruden,1270396
Turlington Woods Alternative,1270392
Community PK School,0909990
Home Educational Services,0909991
Homebased,0909999
Homebound,0909998
Luther P. Jackson Middle,0900030
Special Situation Schools,0908888
Surry County High,0900010
Surry Elementary,0900020
Suspension Services,0909992
Community PK School,0919990
Home Educational Services,0919991
Homebased,0919999
Homebound,0919998
Local or Regional Jail,0919997
Special Situation Schools,0918888
Suspension Services,0919992
Sussex Central Elementary,0910483
Sussex Central High,0910340
Sussex Central Middle,0910482
Abb's Valley-Boissevain Elementary,0921020
Cedar Bluff Elementary,0920830
Community PK School,0929990
Dudley Primary,0920750
Graham High,0920940
Graham Intermediate,0920960
Graham Middle,0920010
Home Educational Services,0929991
Homebased,0929999
Homebound,0929998
Local or Regional Jail,0929997
Richlands Elementary,0920822
Richlands High,0920821
Richlands Middle,0920823
Special Situation Schools,0928888
Suspension Services,0929992
Tazewell County Career & Technical Center,0921050
Tazewell High,0920890
Tazewell Intermediate,0920450
Tazewell Middle,0920100
Tazewell Primary,0921030
Adult Learning Ctr.,1281042
Advanced Technology Center,1281048
Alanton Elementary,1280590
An Achievable Dream Academy,1280215
Arrowhead Elementary,1280550
Bayside Elementary,1280280
Bayside High,1280530
Bayside Middle,1280700
Birdneck Elementary,1280060
Brandon Middle,1280790
Brookwood Elementary,1280630
Centerville Elementary,1280040
Christopher Farms Elementary,1280990
College Park Elementary,1280720
Community PK School,1289990
Corporate Landing Elementary,1281041
Corporate Landing Middle,1280980
Creeds Elementary,1280230
Diamond Springs Elementary,1280106
Fairfield Elementary,1280780
First Colonial High,1280610
Floyd Kellam High,1280440
Frank W. Cox High,1280030
Glenwood Elementary,1280870
Gov STEM Academy for Engineering,1281031
Great Neck Middle,1280430
Green Run Collegiate,1281050
Green Run Elementary,1280770
Green Run High,1280010
Hermitage Elementary,1280540
Holland Elementary,1280600
Home Educational Services,1289991
Homebased,1289999
Homebound,1289998
Independence Middle,1280740
Indian Lakes Elementary,1280800
John B. Dey Elementary,1280360
Kempsville Elementary,1280450
Kempsville High,1280620
Kempsville Meadows Elementary,1280410
Kempsville Middle,1280690
King's Grant Elementary,1280420
Kingston Elementary,1280580
Landstown Elementary,1280932
Landstown High,1281030
Landstown Middle,1280931
Larkspur Middle,1280970
Linkhorn Park Elementary,1280330
Local or Regional Jail,1289997
Luxford Elementary,1280460
Lynnhaven Elementary,1280520
Lynnhaven Middle,1280730
Malibu Elementary,1280500
New Castle Elementary,1281020
Newtown Elementary,1280710
North Landing Elementary,1280760
Ocean Lakes Elementary,1280880
Ocean Lakes High,1280960
Old Donation School,1280080
Parkway Elementary,1280820
Pembroke Elementary,1280490
Pembroke Meadows Elementary,1280660
Plaza Middle,1280640
Point O' View Elementary,1280680
Princess Anne Elementary,1280340
Princess Anne High,1280321
Princess Anne Middle,1280750
Providence Elementary,1280692
Red Mill Elementary,1280900
Rosemont Elementary,1280810
Rosemont Forest Elementary,1280840
Salem Elementary,1280830
Salem High,1280850
Salem Middle,1280050
Seatack Elementary an Achievable Dream Academy,1280290
Shelton Park Elementary,1280300
Special Situation Schools,1288888
Strawbridge Elementary,1280940
Suspension Services,1289992
Tallwood Elementary,1280910
Tallwood High,1280920
Technical & Career Ed. Ctr.,1280650
Thalia Elementary,1280350
The Renaissance Academy,1281049
Thoroughgood Elementary,1280400
Three Oaks Elementary,1280100
Trantwood Elementary,1280510
Virginia Beach Career Switcher Program,1281111
Virginia Beach Middle,1280140
W.T. Cooke Elementary,1280130
White Oaks Elementary,1280020
Williams Elementary,1280470
Windsor Oaks Elementary,1280670
Windsor Woods Elementary,1280560
Woodstock Elementary,1280390
A.S. Rhodes Elementary,0930090
Blue Ridge Technical Center,0930271
Community PK School,0939990
E. Wilson Morrison Elementary,0930140
Hilda J. Barbour Elementary,0930371
Home Educational Services,0939991
Homebased,0939999
Homebound,0939998
Leslie Fox Keyser Elementary,0930020
Local Or Regional Jail,0939997
Ressie Jeffries Elementary,0930240
Skyline High,0930250
Skyline Middle,0930260
Special Situation Schools,0938888
Suspension Services,0939992
Warren County High,0930230
Warren County Middle,0930280
Abingdon Elementary,0941080
Abingdon High,0941030
Community PK School,0949990
Damascus Middle,0940040
E.B. Stanley Middle,0941110
Glade Spring Middle,0941090
Greendale Elementary,0940260
High Point Elementary,0941070
Holston High,0941060
Home Educational Services,0949991
Homebased,0949999
Homebound,0949998
John S. Battle High,0941040
Local Or Regional Jail,0949997
Meadowview Elementary,0940020
Patrick Henry High,0941050
Rhea Valley Elementary,0940050
Special Situation Schools,0948888
Suspension Services,0949992
Valley Institute Elementary,0941020
Wallace Middle,0940620
Washington County Career & Technical Education Center,0940010
Washington County Virtual School,0941120
Watauga Elementary,0940070
Berkeley Glenn Elementary,1300650
Community PK School,1309990
Home Educational Services,1309991
Homebased,1309999
Homebound,1309998
Kate Collins Middle,1300640
Rosenwald Elementary  Feeding Site,1300752
Special Situation Schools,1308888
Suspension Services,1309992
Wayne Hills Center,1300620
Waynesboro High,1300600
Waynesboro Transition Education Program,1300755
Wenonah Elementary,1300580
Westwood Hills Elementary,1300630
William Perry Elementary,1300751
Community PK School,2079990
Home Educational Services,2079991
Homebased,2079999
Homebound,2079998
Special Situation Schools,2078888
Suspension Services,2079992
West Point Elementary,2070280
West Point Middle/High,2070290
Community PK School,0959990
Cople Elementary,0950210
Home Educational Services,0959991
Homebased,0959999
Homebound,0959998
Montross Middle,0950300
Special Situation Schools,0958888
Suspension Services,0959992
Washington District Elementary,0950310
Westmoreland High,0950120
Berkeley Middle,1310060
Clara Byrd Baker Elementary,1310040
Community PK School,1319990
D.J. Montague Elementary,1310080
Home Educational Services,1319991
Homebased,1319999
Homebound,1319998
J. Blaine Blayton Elementary,1310190
James Blair Middle,1310025
James River Elementary,1310201
Jamestown High,1310202
Lafayette High,1310090
Laurel Lane Elementary,1310050
Local or Regional Jail,1319997
Lois Hornsby Middle,1310191
Matoaka Elementary,1310205
Matthew Whaley Elementary,1310010
Norge Elementary,1310070
Special Situation Schools,1318888
Stonehouse Elementary,1310203
Suspension Services,1319992
Toano Middle,1310100
Warhill High,1310204
Community PK School,1329990
Daniel Morgan Intermediate,1320075
Daniel Morgan Middle,1320070
Frederick Douglass Elementary,1320080
Garland R. Quarles Elementary,1320050
Home Educational Services,1329991
Homebased,1329999
Homebound,1329998
John Handley High,1320040
John Kerr Elementary,1320090
Special Situation Schools,1328888
Suspension Services,1329992
Virginia Avenue Charlotte Dehart Elementary,1320020
Central High,0961000
Coeburn Middle,0960651
Coeburn Primary,0960653
Community PK School,0969990
Eastside High,0960652
Home Educational Services,0969991
Homebased,0969999
Homebound,0969998
J.W. Adams Combined,0960073
L.F. Addington Middle,0960320
Local or Regional Jail,0969997
Special Situation Schools,0968888
St. Paul Elementary,0960871
Suspension Services,0969992
Union High,0961010
Union Middle,0961013
Union Primary,0961012
Wise Co. Alternative Ed. Ctr.,0961021
Wise County Career-Technical Center,0960990
Wise Primary,0961020
Community PK School,0979990
Fort Chiswell High,0970760
Fort Chiswell Middle,0971073
George Wythe High,0970721
Home Educational Services,0979991
Homebased,0979999
Homebound,0979998
Jackson Memorial Elementary,0970730
Max Meadows Elementary,0970100
Rural Retreat Elementary,0970201
Rural Retreat High,0970202
Rural Retreat Middle,0971074
Scott Memorial Middle,0971075
Sheffey Elementary,0970740
Special Situation Schools,0978888
Speedwell Elementary,0970440
Spiller Elementary,0970190
Suspension Services,0979992
Wythe County Tech Center,0970972
Bethel Manor Elementary,0980180
Bruton High,0980020
Community PK School,0989990
Coventry Elementary,0980090
Dare Elementary,0980160
Grafton Bethel Elementary,0980140
Grafton High,0980332
Grafton Middle,0980333
Home Educational Services,0989991
Homebased,0989999
Homebound,0989998
Magruder Elementary,0980010
Mount Vernon Elementary,0980080
Queens Lake Middle,0980200
Seaford Elementary,0980170
Special Situation Schools,0988888
Suspension Services,0989992
Tabb Elementary,0980050
Tabb High,0980230
Tabb Middle,0980190
Waller Mill Elementary,0980220
York High,0980030
York River Academy,0980335
Yorktown Elementary,0980210
Yorktown Middle,0980060
Covington High,1070350
Edgemont Primary,1070260
Jeter-Watson Intermediate,1070360
