school_year,division_number,ft_count,pt_count,total_count,locality_grouping,region_name,region_number,division_name,n_disadv_students,school_number,sch_id,school_name
2024-2025,080,919,NA,919,school,Western Virginia,6,Roanoke County,368,0520,0800520,Northside High
2024-2025,080,648,NA,648,school,Western Virginia,6,Roanoke County,293,0640,0800640,Northside Middle
2024-2025,080,400,NA,400,school,Western Virginia,6,Roanoke County,182,0480,0800480,Oak Grove Elementary
2024-2025,080,408,NA,408,school,Western Virginia,6,Roanoke County,116,0050,0800050,Penn Forest Elementary
2024-2025,080,486,NA,486,school,Western Virginia,6,Roanoke County,217,0060,0800060,W.E. Cundiff Elementary
2024-2025,080,1134,NA,1134,school,Western Virginia,6,Roanoke County,416,0630,0800630,William Byrd High
2024-2025,080,802,NA,802,school,Western Virginia,6,Roanoke County,312,0232,0800232,William Byrd Middle
2024-2025,081,466,NA,466,school,Valley,5,Rockbridge County,209,0650,0810650,Central Elementary
2024-2025,081,241,NA,241,school,Valley,5,Rockbridge County,101,0150,0810150,Fairfield Elementary
2024-2025,081,481,NA,481,school,Valley,5,Rockbridge County,218,0678,0810678,Maury River Middle
2024-2025,081,154,NA,154,school,Valley,5,Rockbridge County,81,0340,0810340,Mountain View Elementary
2024-2025,081,230,NA,230,school,Valley,5,Rockbridge County,150,0641,0810641,Natural Bridge Elementary
2024-2025,081,917,NA,917,school,Valley,5,Rockbridge County,324,0022,0810022,Rockbridge County High
2024-2025,082,934,9,943,school,Valley,5,Rockingham County,405,0870,0820870,Broadway High
2024-2025,082,614,NA,614,school,Valley,5,Rockingham County,240,0861,0820861,Cub Run Elementary
2024-2025,082,821,NA,821,school,Valley,5,Rockingham County,346,0391,0820391,East Rockingham High
2024-2025,082,269,NA,269,school,Valley,5,Rockingham County,134,0400,0820400,Elkton Elementary
2024-2025,082,561,NA,561,school,Valley,5,Rockingham County,234,0900,0820900,Elkton Middle
2024-2025,082,198,NA,198,school,Valley,5,Rockingham County,93,0940,0820940,Fulks Run Elementary
2024-2025,082,726,1,727,school,Valley,5,Rockingham County,286,0960,0820960,J. Frank Hillyard Middle
2024-2025,082,473,NA,473,school,Valley,5,Rockingham County,183,1071,0821071,John C. Myers Elementary
2024-2025,082,526,NA,526,school,Valley,5,Rockingham County,225,0970,0820970,John W. Wayland Elementary
2024-2025,082,350,NA,350,school,Valley,5,Rockingham County,172,0500,0820500,Lacey Spring Elementary
2024-2025,082,209,NA,209,school,Valley,5,Rockingham County,74,0360,0820360,Linville-Edom Elementary
2024-2025,082,262,NA,262,school,Valley,5,Rockingham County,109,0600,0820600,McGaheysville Elementary
2024-2025,082,593,NA,593,school,Valley,5,Rockingham County,223,0860,0820860,Montevideo Middle
2024-2025,082,411,NA,411,school,Valley,5,Rockingham County,171,0520,0820520,Mountain View Elementary
2024-2025,082,248,NA,248,school,Valley,5,Rockingham County,107,0920,0820920,Ottobine Elementary
2024-2025,082,538,NA,538,school,Valley,5,Rockingham County,235,1073,0821073,Peak View Elementary
2024-2025,082,460,NA,460,school,Valley,5,Rockingham County,199,0010,0820010,Plains Elementary
2024-2025,082,282,NA,282,school,Valley,5,Rockingham County,144,0950,0820950,Pleasant Valley Elementary
2024-2025,082,341,NA,341,school,Valley,5,Rockingham County,164,0390,0820390,River Bend Elementary
2024-2025,082,316,NA,316,school,Valley,5,Rockingham County,135,0830,0820830,South River Elementary
2024-2025,082,882,3,885,school,Valley,5,Rockingham County,344,0020,0820020,Spotswood High
2024-2025,082,1000,8,1008,school,Valley,5,Rockingham County,390,0850,0820850,Turner Ashby High
2024-2025,082,672,NA,672,school,Valley,5,Rockingham County,290,0890,0820890,Wilbur S. Pence Middle
2024-2025,083,141,NA,141,school,Southwest,7,Russell County,67,0580,0830580,Belfast Elementary
2024-2025,083,354,NA,354,school,Southwest,7,Russell County,238,0792,0830792,Castlewood Elementary
2024-2025,083,285,NA,285,school,Southwest,7,Russell County,165,0791,0830791,Castlewood High
2024-2025,083,712,NA,712,school,Southwest,7,Russell County,377,0890,0830890,Honaker Elementary
2024-2025,083,422,NA,422,school,Southwest,7,Russell County,211,0540,0830540,Honaker High
2024-2025,083,292,NA,292,school,Southwest,7,Russell County,161,0410,0830410,Lebanon Elementary
2024-2025,083,571,NA,571,school,Southwest,7,Russell County,253,0140,0830140,Lebanon High
2024-2025,083,301,NA,301,school,Southwest,7,Russell County,140,0902,0830902,Lebanon Middle
2024-2025,083,267,NA,267,school,Southwest,7,Russell County,133,0390,0830390,Lebanon Primary
2024-2025,139,839,NA,839,school,Western Virginia,6,Salem City,375,0100,1390100,Andrew Lewis Middle
2024-2025,139,378,NA,378,school,Western Virginia,6,Salem City,229,0550,1390550,East Salem Elementary
2024-2025,139,404,NA,404,school,Western Virginia,6,Salem City,201,0090,1390090,G.W. Carver Elementary
2024-2025,139,1202,NA,1202,school,Western Virginia,6,Salem City,488,0070,1390070,Salem High
2024-2025,139,371,NA,371,school,Western Virginia,6,Salem City,148,0580,1390580,South Salem Elementary
2024-2025,139,415,NA,415,school,Western Virginia,6,Salem City,217,0350,1390350,Virginia Virtual Academy at Salem
2024-2025,139,375,NA,375,school,Western Virginia,6,Salem City,138,0460,1390460,West Salem Elementary
2024-2025,084,308,NA,308,school,Southwest,7,Scott County,176,0750,0840750,Duffield-Pattonsville Primary
2024-2025,084,131,NA,131,school,Southwest,7,Scott County,89,0042,0840042,Dungannon Elementary
2024-2025,084,592,15,607,school,Southwest,7,Scott County,288,0770,0840770,Gate City High
2024-2025,084,276,NA,276,school,Southwest,7,Scott County,128,0771,0840771,Gate City Middle
2024-2025,084,159,NA,159,school,Southwest,7,Scott County,76,0670,0840670,Hilton Elementary
2024-2025,084,302,NA,302,school,Southwest,7,Scott County,177,0220,0840220,Nickelsville Elementary
2024-2025,084,292,NA,292,school,Southwest,7,Scott County,197,0260,0840260,Rye Cove High
2024-2025,084,138,NA,138,school,Southwest,7,Scott County,97,0020,0840020,Rye Cove Intermediate
2024-2025,084,419,NA,419,school,Southwest,7,Scott County,229,0641,0840641,Shoemaker Elementary
2024-2025,084,242,NA,242,school,Southwest,7,Scott County,140,0780,0840780,Twin Springs High
2024-2025,084,728,NA,728,school,Southwest,7,Scott County,110,0772,0840772,Virginia Connections Academy
2024-2025,084,380,NA,380,school,Southwest,7,Scott County,134,0740,0840740,Weber City Elementary
2024-2025,084,199,NA,199,school,Southwest,7,Scott County,61,0790,0840790,Yuma Elementary
2024-2025,085,692,NA,692,school,Northern Virginia,4,Shenandoah County,417,0820,0850820,Ashby-Lee Elementary
2024-2025,085,728,1,729,school,Northern Virginia,4,Shenandoah County,385,0780,0850780,Central High
2024-2025,085,362,NA,362,school,Northern Virginia,4,Shenandoah County,197,0040,0850040,North Fork Middle
2024-2025,085,535,NA,535,school,Northern Virginia,4,Shenandoah County,287,0030,0850030,Peter Muhlenberg Middle
2024-2025,085,829,NA,829,school,Northern Virginia,4,Shenandoah County,421,0810,0850810,Sandy Hook Elementary
2024-2025,085,413,NA,413,school,Northern Virginia,4,Shenandoah County,204,0050,0850050,Signal Knob Middle
2024-2025,085,498,3,501,school,Northern Virginia,4,Shenandoah County,278,0790,0850790,Stonewall Jackson High
2024-2025,085,616,1,617,school,Northern Virginia,4,Shenandoah County,277,0770,0850770,Strasburg High
2024-2025,085,1035,NA,1035,school,Northern Virginia,4,Shenandoah County,615,0020,0850020,W.W. Robinson Elementary
2024-2025,086,168,NA,168,school,Southwest,7,Smyth County,113,0290,0860290,Atkins Elementary
2024-2025,086,589,NA,589,school,Southwest,7,Smyth County,295,0730,0860730,Chilhowie Elementary
2024-2025,086,384,NA,384,school,Southwest,7,Smyth County,164,0460,0860460,Chilhowie High
2024-2025,086,273,NA,273,school,Southwest,7,Smyth County,120,0851,0860851,Chilhowie Middle
2024-2025,086,298,NA,298,school,Southwest,7,Smyth County,174,0710,0860710,Marion Elementary
2024-2025,086,401,NA,401,school,Southwest,7,Smyth County,230,0680,0860680,Marion Middle
2024-2025,086,564,NA,564,school,Southwest,7,Smyth County,309,0700,0860700,Marion Senior High
2024-2025,086,204,NA,204,school,Southwest,7,Smyth County,118,0250,0860250,Northwood High
2024-2025,086,158,NA,158,school,Southwest,7,Smyth County,96,0120,0860120,Northwood Middle
2024-2025,086,352,NA,352,school,Southwest,7,Smyth County,226,0690,0860690,Oak Point Elementary
2024-2025,086,126,NA,126,school,Southwest,7,Smyth County,67,0720,0860720,Rich Valley Elementary
2024-2025,086,189,NA,189,school,Southwest,7,Smyth County,143,0740,0860740,Saltville Elementary
2024-2025,086,339,NA,339,school,Southwest,7,Smyth County,207,0770,0860770,Smyth County Virtual
2024-2025,086,88,NA,88,school,Southwest,7,Smyth County,46,0555,0860555,Sugar Grove Elementary
2024-2025,087,176,NA,176,school,Tidewater,2,Southampton County,76,0710,0870710,Capron Elementary
2024-2025,087,218,NA,218,school,Tidewater,2,Southampton County,107,0020,0870020,Meherrin Elementary
2024-2025,087,235,NA,235,school,Tidewater,2,Southampton County,95,0010,0870010,Nottoway Elementary
2024-2025,087,533,NA,533,school,Tidewater,2,Southampton County,266,0780,0870780,Riverdale Elementary
2024-2025,087,704,NA,704,school,Tidewater,2,Southampton County,306,0690,0870690,Southampton High
2024-2025,087,497,NA,497,school,Tidewater,2,Southampton County,220,0700,0870700,Southampton Middle
2024-2025,088,665,NA,665,school,Northern Neck,3,Spotsylvania County,338,0010,0880010,Battlefield Elementary
2024-2025,088,780,NA,780,school,Northern Neck,3,Spotsylvania County,430,0050,0880050,Battlefield Middle
2024-2025,088,275,NA,275,school,Northern Neck,3,Spotsylvania County,144,0340,0880340,Berkeley Elementary
2024-2025,088,651,NA,651,school,Northern Neck,3,Spotsylvania County,260,0400,0880400,Brock Road Elementary
2024-2025,088,789,4,793,school,Northern Neck,3,Spotsylvania County,395,0511,0880511,Cedar Forest Elementary
2024-2025,088,440,NA,440,school,Northern Neck,3,Spotsylvania County,106,0040,0880040,Chancellor Elementary
2024-2025,088,1326,NA,1326,school,Northern Neck,3,Spotsylvania County,664,0381,0880381,Chancellor High
2024-2025,088,800,1,801,school,Northern Neck,3,Spotsylvania County,409,0382,0880382,Chancellor Middle
2024-2025,088,762,NA,762,school,Northern Neck,3,Spotsylvania County,380,0501,0880501,Courthouse Road Elementary
2024-2025,088,549,10,559,school,Northern Neck,3,Spotsylvania County,257,0022,0880022,Courtland Elementary
2024-2025,088,1498,1,1499,school,Northern Neck,3,Spotsylvania County,609,0020,0880020,Courtland High
2024-2025,088,764,NA,764,school,Northern Neck,3,Spotsylvania County,365,0509,0880509,Freedom Middle
2024-2025,088,733,NA,733,school,Northern Neck,3,Spotsylvania County,440,0507,0880507,Harrison Road Elementary
2024-2025,088,680,NA,680,school,Northern Neck,3,Spotsylvania County,352,0030,0880030,Lee Hill Elementary
2024-2025,088,479,NA,479,school,Northern Neck,3,Spotsylvania County,242,0350,0880350,Livingston Elementary
2024-2025,088,1695,1,1696,school,Northern Neck,3,Spotsylvania County,763,0506,0880506,Massaponax High
2024-2025,088,692,NA,692,school,Northern Neck,3,Spotsylvania County,204,0505,0880505,Ni River Middle
2024-2025,088,946,NA,946,school,Northern Neck,3,Spotsylvania County,477,0508,0880508,Parkside Elementary
2024-2025,088,679,NA,679,school,Northern Neck,3,Spotsylvania County,323,0220,0880220,Post Oak Middle
2024-2025,088,1914,2,1916,school,Northern Neck,3,Spotsylvania County,646,0510,0880510,Riverbend High
2024-2025,088,691,10,701,school,Northern Neck,3,Spotsylvania County,327,0503,0880503,Riverview Elementary
2024-2025,088,573,NA,573,school,Northern Neck,3,Spotsylvania County,344,0060,0880060,Salem Elementary
2024-2025,088,715,NA,715,school,Northern Neck,3,Spotsylvania County,365,0390,0880390,Smith Station Elementary
2024-2025,088,526,NA,526,school,Northern Neck,3,Spotsylvania County,317,0360,0880360,Spotswood Elementary
2024-2025,088,623,NA,623,school,Northern Neck,3,Spotsylvania County,284,0130,0880130,Spotsylvania Elementary
2024-2025,088,1398,3,1401,school,Northern Neck,3,Spotsylvania County,572,0370,0880370,Spotsylvania High
2024-2025,088,1010,NA,1010,school,Northern Neck,3,Spotsylvania County,433,0330,0880330,Spotsylvania Middle
2024-2025,088,755,NA,755,school,Northern Neck,3,Spotsylvania County,325,0502,0880502,Thornburg Middle
2024-2025,088,647,8,655,school,Northern Neck,3,Spotsylvania County,310,0504,0880504,Wilderness Elementary
2024-2025,089,853,4,857,school,Northern Neck,3,Stafford County,320,0040,0890040,Andrew G. Wright Middle
2024-2025,089,852,NA,852,school,Northern Neck,3,Stafford County,550,0260,0890260,Anne E. Moncure Elementary
2024-2025,089,731,4,735,school,Northern Neck,3,Stafford County,360,0433,0890433,Anthony Burns Elementary
2024-2025,089,2208,1,2209,school,Northern Neck,3,Stafford County,1043,0421,0890421,Brooke Point High
2024-2025,089,2128,1,2129,school,Northern Neck,3,Stafford County,719,0424,0890424,Colonial Forge High
2024-2025,089,904,NA,904,school,Northern Neck,3,Stafford County,482,0431,0890431,Conway Elementary
2024-2025,089,888,3,891,school,Northern Neck,3,Stafford County,365,0432,0890432,Donald B. Dixon-Lyle R. Smith Middle
2024-2025,089,625,NA,625,school,Northern Neck,3,Stafford County,333,0010,0890010,Edward E. Drew Jr. Middle
2024-2025,089,725,NA,725,school,Northern Neck,3,Stafford County,385,0280,0890280,Falmouth Elementary
2024-2025,089,555,NA,555,school,Northern Neck,3,Stafford County,276,0230,0890230,Ferry Farm Elementary
2024-2025,089,735,NA,735,school,Northern Neck,3,Stafford County,310,0041,0890041,Garrisonville Elementary
2024-2025,089,738,1,739,school,Northern Neck,3,Stafford County,296,0270,0890270,Grafton Village Elementary
2024-2025,089,995,1,996,school,Northern Neck,3,Stafford County,471,0422,0890422,H.H. Poole Middle
2024-2025,089,890,1,891,school,Northern Neck,3,Stafford County,339,0320,0890320,Hampton Oaks Elementary
2024-2025,089,627,NA,627,school,Northern Neck,3,Stafford County,209,0250,0890250,Hartwood Elementary
2024-2025,089,838,3,841,school,Northern Neck,3,Stafford County,534,0427,0890427,Kate Waller Barrett Elementary
2024-2025,089,796,NA,796,school,Northern Neck,3,Stafford County,210,0429,0890429,Margaret Brent Elementary
2024-2025,089,2234,5,2239,school,Northern Neck,3,Stafford County,652,0430,0890430,Mountain View High
2024-2025,089,1986,9,1995,school,Northern Neck,3,Stafford County,1057,0030,0890030,North Stafford High
2024-2025,089,264,49,313,school,Northern Neck,3,Stafford County,152,0992,0890992,North Star Early Childhood Education Center
2024-2025,089,910,NA,910,school,Northern Neck,3,Stafford County,336,0300,0890300,Park Ridge Elementary
2024-2025,089,280,40,320,school,Northern Neck,3,Stafford County,184,0920,0890920,Rising Star Early Childhood Education Center at Melchers
2024-2025,089,640,NA,640,school,Northern Neck,3,Stafford County,297,0060,0890060,Rockhill Elementary
2024-2025,089,911,2,913,school,Northern Neck,3,Stafford County,459,0425,0890425,Rocky Run Elementary
2024-2025,089,1067,4,1071,school,Northern Neck,3,Stafford County,335,0426,0890426,Rodney E. Thompson Middle
2024-2025,089,953,2,955,school,Northern Neck,3,Stafford County,600,0440,0890440,Shirley C. Heim Middle
2024-2025,089,879,NA,879,school,Northern Neck,3,Stafford County,418,0111,0890111,Stafford Elementary
2024-2025,089,961,2,963,school,Northern Neck,3,Stafford County,535,0112,0890112,Stafford Middle
2024-2025,089,2201,1,2202,school,Northern Neck,3,Stafford County,1042,0020,0890020,Stafford Senior High
2024-2025,089,943,2,945,school,Northern Neck,3,Stafford County,476,0162,0890162,T. Benton Gayle Middle
2024-2025,089,699,NA,699,school,Northern Neck,3,Stafford County,382,0050,0890050,Widewater Elementary
2024-2025,089,841,NA,841,school,Northern Neck,3,Stafford County,332,0423,0890423,Winding Creek Elementary
2024-2025,126,372,NA,372,school,Valley,5,Staunton City,168,0040,1260040,Arthur R. Ware Elementary
2024-2025,126,373,NA,373,school,Valley,5,Staunton City,213,0070,1260070,Bessie Weller Elementary
2024-2025,126,583,NA,583,school,Valley,5,Staunton City,273,0110,1260110,Shelburne Middle
2024-2025,126,149,NA,149,school,Valley,5,Staunton City,105,0041,1260041,Staunton City School PreSchool Programs
2024-2025,126,768,NA,768,school,Valley,5,Staunton City,320,0030,1260030,Staunton High
2024-2025,126,449,NA,449,school,Valley,5,Staunton City,204,0090,1260090,Thomas C. McSwain Elementary
2024-2025,127,362,NA,362,school,Tidewater,2,Suffolk City,214,0050,1270050,Booker T. Washington Elementary
2024-2025,127,736,NA,736,school,Tidewater,2,Suffolk City,266,0397,1270397,Colonel Fred Cherry Middle
2024-2025,127,764,NA,764,school,Tidewater,2,Suffolk City,289,0440,1270440,Creekside Elementary
